C	inner_split	ndcg_ohc
1	0	0.7133239870021749
1	1	0.6818601814334189
1	2	0.6618530650728858
4	0	0.7160617056422371
4	1	0.6843426496158367
4	2	0.6687575663738856
16	0	0.7225917271628103
16	1	0.6793675108552082
16	2	0.6776930745857899
32	0	0.7123193785161911
32	1	0.6718745603744019
32	2	0.6763119486272215
64	0	0.6804081476300525
64	1	0.6629673880626077
64	2	0.6724182075419866
128	0	0.6544923944315425
128	1	0.6350263275494693
128	2	0.6725148502215811
256	0	0.6333492150883444
256	1	0.587099438295769
256	2	0.6468815792928138
