C	inner_split	ndcg_ohc
1	0	0.716096971936387
1	1	0.6960992100539168
1	2	0.7084333944343512
4	0	0.7144081434065831
4	1	0.6866091132697983
4	2	0.7126894679023679
16	0	0.7138170458017087
16	1	0.6862810152574167
16	2	0.7122645434939886
32	0	0.705836429675763
32	1	0.6830344759210605
32	2	0.7063561927701992
64	0	0.7024659915918968
64	1	0.6592135352403315
64	2	0.7012159021425315
128	0	0.6845047682948815
128	1	0.6667380923598867
128	2	0.6799686744565042
256	0	0.6552627111928755
256	1	0.61114386700951
256	2	0.6430686986344236
