k	top_acc_perc
1	33.0
2	47.0
3	54.0
4	56.99999999999999
5	56.99999999999999
6	61.0
7	65.0
8	68.0
9	70.0
10	70.0
11	70.0
12	70.0
13	70.0
14	70.0
15	72.0
16	73.0
17	73.0
18	74.0
19	74.0
20	76.0
21	76.0
22	76.0
23	77.0
24	77.0
25	78.0
26	78.0
27	79.0
28	79.0
29	79.0
30	81.0
31	82.0
32	82.0
33	82.0
34	83.0
35	83.0
36	83.0
37	83.0
38	83.0
39	83.0
40	83.0
41	84.0
42	84.0
43	84.0
44	84.0
45	84.0
46	86.0
47	86.0
48	86.0
49	87.0
50	87.0
