C	inner_split	ndcg_ohc
1	0	0.7358638054229235
1	1	0.6638450524986597
1	2	0.6624620635320038
4	0	0.737812992957122
4	1	0.6651750803419322
4	2	0.6718073004386311
16	0	0.7447099535372717
16	1	0.658864477577569
16	2	0.6687159113317526
32	0	0.7386501836438468
32	1	0.6502258816596898
32	2	0.6762730423361077
64	0	0.7220555589293519
64	1	0.6207731583837606
64	2	0.6591564233158349
128	0	0.6993835934413302
128	1	0.6070314267887037
128	2	0.6578484650245149
256	0	0.6388840308237296
256	1	0.5389305333752179
256	2	0.6419239715964676
