C	inner_split	ndcg_ohc
1	0	0.6786020363996956
1	1	0.6932798854747757
1	2	0.6872568844839506
4	0	0.6856002618029066
4	1	0.7031753718058844
4	2	0.6942182312220224
16	0	0.6810699339050421
16	1	0.693754808289872
16	2	0.6830489721450753
32	0	0.6742347621551195
32	1	0.6919834984182947
32	2	0.6851264515039186
64	0	0.6772039538142954
64	1	0.6908423789567866
64	2	0.6776046342576434
128	0	0.66880020049774
128	1	0.6697000433410684
128	2	0.6826255941514141
256	0	0.6421115625216375
256	1	0.6568281972216669
256	2	0.6632116493365046
