C	inner_split	ndcg_ohc
1	0	0.6931752811527093
1	1	0.6985488965833232
1	2	0.677487957378089
4	0	0.6928949294881075
4	1	0.7015361008232315
4	2	0.6878073884584371
16	0	0.6908317481326832
16	1	0.6957767736580135
16	2	0.6924342749366401
32	0	0.6844709909197294
32	1	0.7000761356021593
32	2	0.686963613145289
64	0	0.6841758863373455
64	1	0.6933103835591112
64	2	0.6845552262940248
128	0	0.6692837412934247
128	1	0.68501539451959
128	2	0.6774416570268432
256	0	0.621366907976341
256	1	0.6558494346247891
256	2	0.6537367504773126
