C	inner_split	ndcg_ohc
1	0	0.6768778388325195
1	1	0.6445457483166869
1	2	0.6739764820257164
4	0	0.6851424355749222
4	1	0.6542950334211942
4	2	0.6799722962907019
16	0	0.6948054679861834
16	1	0.6539373855562601
16	2	0.6754750752895267
32	0	0.6922578611112437
32	1	0.6480806689738655
32	2	0.6782311995913933
64	0	0.6794785639933903
64	1	0.6246489538111808
64	2	0.6689330092563905
128	0	0.6725127695268827
128	1	0.5972960545853441
128	2	0.6481660264878363
256	0	0.6312861220682617
256	1	0.5837807582328055
256	2	0.6242224293645213
