C	inner_split	ndcg_ohc
1	0	0.6956075011103665
1	1	0.6777835731913505
1	2	0.7105053979638648
4	0	0.7054622443306958
4	1	0.6851401192981381
4	2	0.7116738407873722
16	0	0.7074590970762126
16	1	0.6787242026931511
16	2	0.7182155217446711
32	0	0.7147007562175576
32	1	0.6795741013462472
32	2	0.7065734587603372
64	0	0.7164583772001335
64	1	0.6538053758891476
64	2	0.7081989119186713
128	0	0.7011126108075676
128	1	0.6418053713815336
128	2	0.7063768838652837
256	0	0.6879901796879351
256	1	0.6092711969301006
256	2	0.6621275755449454
