C	inner_split	ndcg_ohc
1	0	0.6734577008430083
1	1	0.6965349372437784
1	2	0.7089520350280851
4	0	0.6745581648759758
4	1	0.7007499262891996
4	2	0.7120686733561278
16	0	0.6743664833000416
16	1	0.7106243755031972
16	2	0.7067565030808892
32	0	0.6613692495656
32	1	0.7066309811472754
32	2	0.7003859660770622
64	0	0.6707393731770717
64	1	0.6943054191038879
64	2	0.6919449901539709
128	0	0.6532753494219742
128	1	0.6850216333999418
128	2	0.6767493244081595
256	0	0.6312221578207774
256	1	0.6581167278699205
256	2	0.6564215035501124
