C	inner_split	ndcg_ohc
1	0	0.7293519863187986
1	1	0.7136547648793612
1	2	0.681672289479842
4	0	0.7371373218075244
4	1	0.7136540917131465
4	2	0.6820715030160021
16	0	0.7441944145303189
16	1	0.7171633852239548
16	2	0.6867901177172037
32	0	0.747218276767282
32	1	0.7048156671908201
32	2	0.6778088636218893
64	0	0.7334926371137633
64	1	0.6832135766238021
64	2	0.662222292279709
128	0	0.7282517036875006
128	1	0.6234113314426755
128	2	0.6582566583008063
256	0	0.6923131612571417
256	1	0.6368447338892085
256	2	0.6220851763250144
