C	inner_split	ndcg_ohc
1	0	0.6768300551898638
1	1	0.6931843500222653
1	2	0.7088717179408983
4	0	0.6758455738605162
4	1	0.6946223075458379
4	2	0.707297948835738
16	0	0.6834648782533922
16	1	0.7005768231596669
16	2	0.7075868039358829
32	0	0.6781177046718185
32	1	0.6960123226710816
32	2	0.7053177202275449
64	0	0.6637507044174324
64	1	0.6909368833788723
64	2	0.7108094112316821
128	0	0.6521149336713591
128	1	0.6691596688459822
128	2	0.7024403697473498
256	0	0.6102126600631042
256	1	0.6192795115010685
256	2	0.6565396959555188
