C	inner_split	ndcg_ohc
1	0	0.7114469058108829
1	1	0.7272374530929512
1	2	0.7025948321114003
4	0	0.7210619767618262
4	1	0.7248961082385752
4	2	0.706218815477896
16	0	0.7282151862698942
16	1	0.7210795493419423
16	2	0.71695478738405
32	0	0.7173255015675639
32	1	0.7173592300115151
32	2	0.721508179207973
64	0	0.6949537556048713
64	1	0.6816855953328235
64	2	0.7098575233712273
128	0	0.6800614666908749
128	1	0.655385517850498
128	2	0.6874512466635343
256	0	0.6579476893376285
256	1	0.6331973690995591
256	2	0.6806788035590311
