C	inner_split	ndcg_ohc
1	0	0.7054731896007465
1	1	0.7266829992097514
1	2	0.6786680504601591
4	0	0.7169413207311168
4	1	0.7316988523216692
4	2	0.6758770246835522
16	0	0.721809784122142
16	1	0.725042521690107
16	2	0.6725602507477536
32	0	0.7110719339677771
32	1	0.7113564199228972
32	2	0.665845948480279
64	0	0.7039471465802208
64	1	0.7045834610204036
64	2	0.658714369057915
128	0	0.6750873339716073
128	1	0.6845075521384656
128	2	0.6460924182871751
256	0	0.6563693543572295
256	1	0.6398989889256158
256	2	0.5913642585136228
