C	inner_split	ndcg_ohc
1	0	0.7171308425153994
1	1	0.7046144367755873
1	2	0.7292282477344357
4	0	0.7132097196466958
4	1	0.7093801288919923
4	2	0.7295524859581811
16	0	0.7149631834933793
16	1	0.7004516871782688
16	2	0.7223589846978559
32	0	0.7079747825229952
32	1	0.6944224407159694
32	2	0.7202075100929095
64	0	0.697575223947894
64	1	0.6802029291678982
64	2	0.7078970777720286
128	0	0.6862985570430115
128	1	0.6428793110240628
128	2	0.6845110846645255
256	0	0.6621089856677904
256	1	0.6304744398812318
256	2	0.6612651955216016
