C	inner_split	ndcg_ohc
1	0	0.7092017637728841
1	1	0.6449045665017671
1	2	0.6851147715465521
4	0	0.7095761059640269
4	1	0.6549993813150363
4	2	0.6857152442501865
16	0	0.7024644861550509
16	1	0.6548349178917224
16	2	0.6948061150097049
32	0	0.7026592903700261
32	1	0.6508178752848567
32	2	0.6921223746629895
64	0	0.6837252028414093
64	1	0.6310594753784153
64	2	0.6798105594962484
128	0	0.6522382946333556
128	1	0.6255212155790766
128	2	0.6742820304705313
256	0	0.6075453894504582
256	1	0.5811514156763267
256	2	0.6655242869490366
