k	top_acc_perc
1	22.0
2	36.0
3	47.0
4	55.00000000000001
5	61.0
6	64.0
7	67.0
8	68.0
9	70.0
10	71.0
11	72.0
12	74.0
13	75.0
14	76.0
15	78.0
16	79.0
17	79.0
18	80.0
19	80.0
20	81.0
21	82.0
22	82.0
23	82.0
24	82.0
25	83.0
26	84.0
27	84.0
28	84.0
29	84.0
30	84.0
31	84.0
32	84.0
33	84.0
34	84.0
35	84.0
36	84.0
37	84.0
38	85.0
39	86.0
40	86.0
41	87.0
42	87.0
43	87.0
44	87.0
45	87.0
46	87.0
47	87.0
48	88.0
49	88.0
50	88.0
