C	inner_split	ndcg_ohc
1	0	0.6838720502569694
1	1	0.7111347852216416
1	2	0.7093722931014337
4	0	0.6857558642644179
4	1	0.7138880800429664
4	2	0.7170970938218095
16	0	0.687358760236684
16	1	0.7076789802659343
16	2	0.7199019750904191
32	0	0.6825198464814903
32	1	0.7069046341430426
32	2	0.7133141857141783
64	0	0.67168599914254
64	1	0.6962223411287033
64	2	0.7122736796458148
128	0	0.6487924692681039
128	1	0.6726810439296427
128	2	0.7127851318274593
256	0	0.6205254911161608
256	1	0.6393787035824811
256	2	0.6630526178660068
