C	inner_split	ndcg_ohc
1	0	0.688126384821892
1	1	0.7051460199603029
1	2	0.6763818027374675
4	0	0.6967414382661683
4	1	0.7113806845380913
4	2	0.6726221510234204
16	0	0.6959804588168698
16	1	0.7064208700066351
16	2	0.670214023925125
32	0	0.6955671433090869
32	1	0.7083278621692211
32	2	0.6755962883228344
64	0	0.7000289089473034
64	1	0.6986629937909103
64	2	0.6604823128935867
128	0	0.6836468197239473
128	1	0.6727286482969129
128	2	0.6549512652663882
256	0	0.6393270002772324
256	1	0.6496920005680936
256	2	0.6406421996577637
