C	inner_split	ndcg_ohc
1	0	0.6741385288488727
1	1	0.6879327314320005
1	2	0.7244633051719006
4	0	0.6968943272463891
4	1	0.6894113645416791
4	2	0.7298052619572112
16	0	0.6999344098876471
16	1	0.6916704807166175
16	2	0.7341318853651452
32	0	0.6942068652524264
32	1	0.6902006269904183
32	2	0.7289509750937005
64	0	0.6907036187525685
64	1	0.6507094699416801
64	2	0.7168542911738367
128	0	0.6848965383577241
128	1	0.6631729541468512
128	2	0.6967716794662115
256	0	0.6439514121114991
256	1	0.6423599776803377
256	2	0.6636730692666181
