C	inner_split	ndcg_ohc
1	0	0.7462967477505468
1	1	0.6592888009789111
1	2	0.7155697582619854
4	0	0.755296017082888
4	1	0.6619219833361114
4	2	0.7193924521932529
16	0	0.7427587838273627
16	1	0.6612379338181709
16	2	0.7194946503326913
32	0	0.7471664901164713
32	1	0.6470041132873405
32	2	0.7107280190596513
64	0	0.729260490310998
64	1	0.6331584065866053
64	2	0.6925185980800735
128	0	0.6986831767859721
128	1	0.6064387653613948
128	2	0.6568737519845019
256	0	0.665195076108873
256	1	0.5825993386817677
256	2	0.6355584735207371
