C	inner_split	ndcg_ohc
1	0	0.6841804854684278
1	1	0.7356428278132133
1	2	0.7057902314508687
4	0	0.6854183139962835
4	1	0.7370899808131355
4	2	0.7065392370585998
16	0	0.6898724291432297
16	1	0.7454743152754082
16	2	0.7049058095432494
32	0	0.6926828553507723
32	1	0.7277300600145798
32	2	0.7056264399747016
64	0	0.6840993936614242
64	1	0.7226038948786339
64	2	0.6993079088502702
128	0	0.6704562972799253
128	1	0.6979639926096166
128	2	0.6772160735089395
256	0	0.6301184716566435
256	1	0.6818017065565946
256	2	0.6616943820383961
