C	inner_split	ndcg_ohc
1	0	0.6848610802595839
1	1	0.7268956261707337
1	2	0.6705815832263742
4	0	0.696408839042092
4	1	0.7278443359379956
4	2	0.6800190750346041
16	0	0.6976031168897875
16	1	0.7296964099563736
16	2	0.6833654753151174
32	0	0.6969834495813966
32	1	0.7143034134585218
32	2	0.6789730898834168
64	0	0.6888932683169311
64	1	0.7065356717028385
64	2	0.666641943197566
128	0	0.6576803735217657
128	1	0.6861041521311236
128	2	0.6367966632965154
256	0	0.6297618256905225
256	1	0.6594865842624067
256	2	0.6084596804289536
