k	top_acc_perc__casmi	top_acc_perc__csi
1	21.0	22.333333333333332
2	44.0	44.0
3	50.0	50.16666666666666
4	54.0	54.50000000000001
5	61.0	61.0
6	65.0	65.0
7	68.0	68.0
8	70.0	70.5
9	71.0	71.0
10	71.0	71.0
11	72.0	72.0
12	73.0	73.0
13	73.0	73.33333333333333
14	74.0	74.0
15	76.0	75.66666666666667
16	76.0	76.0
17	77.0	77.0
18	79.0	79.0
19	79.0	79.0
20	79.0	79.0
21	79.0	79.0
22	79.0	79.0
23	79.0	79.0
24	80.0	80.0
25	81.0	81.0
26	82.0	82.0
27	83.0	83.0
28	83.0	83.0
29	85.0	85.0
30	85.0	85.5
31	86.0	86.0
32	86.0	86.0
33	86.0	86.0
34	87.0	87.0
35	88.0	88.33333333333333
36	89.0	88.66666666666666
37	89.0	88.99999999999999
38	89.0	88.99999999999999
39	89.0	88.99999999999999
40	89.0	88.99999999999999
41	89.0	88.99999999999999
42	89.0	89.33333333333331
43	91.0	90.66666666666664
44	91.0	90.99999999999997
45	91.0	90.99999999999997
46	91.0	90.99999999999997
47	91.0	90.99999999999997
48	91.0	90.99999999999997
49	91.0	90.99999999999997
50	93.0	92.99999999999997
