C	inner_split	ndcg_ohc
1	0	0.6993430142678551
1	1	0.7152256073255745
1	2	0.6794941388027995
4	0	0.708372631944346
4	1	0.7149914339005476
4	2	0.6822154694525635
16	0	0.7089659984657564
16	1	0.7096075071784631
16	2	0.6858287278525238
32	0	0.7157391368429736
32	1	0.7039189976863144
32	2	0.6803625005037957
64	0	0.6996729439382978
64	1	0.6961541772651824
64	2	0.6737111107618207
128	0	0.6907037959320363
128	1	0.672073302841062
128	2	0.6579938679188714
256	0	0.6568806284709682
256	1	0.6216434859469064
256	2	0.637280205178367
