pre_calc_label_losses pre_calc_L_Ci_S_matrices pre_calc_L_Ci_matrices pre_calc_L_matrices,Time (s),Time (s),Time (s),Top-1,Top-1,Top-1,Top-5,Top-5,Top-5,Top-10,Top-10,Top-10
mean,median,amin,mean,median,amin,mean,median,amin,mean,median,amin
False, False, False, False, 60.85876059799921,60.75011328200344,60.61436495298403,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, False, False, True, 60.656234472669894,60.35763738400419,60.11304595199181,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, False, True, False, 63.97805527567592,64.20293946799939,62.66213986801449,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, False, True, True, 69.04450231567414,70.31262463200255,62.82214897600352,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, True, False, False, 53.17033445966081,52.90053536099731,52.284110061998945,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, True, False, True, 54.82401983798869,53.97461132198805,52.44136201299261,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, True, True, False, 55.10844400799639,55.0193626699911,54.47550731099909,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
False, True, True, True, 55.75308171965298,55.5656511009729,54.73770990499179,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, False, False, False, 55.27316682600455,55.08301857500919,54.79526004299987,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, False, False, True, 59.169312374006644,59.23714989400469,57.769540995010175,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, False, True, False, 73.43955098834704,73.04444858501665,72.20664813902113,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, False, True, True, 62.89155847767446,61.63080142301624,57.05486651099636,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, True, False, False, 47.28733146301238,47.45224619601504,46.42727712201304,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, True, False, True, 49.83857058599824,49.94234049800434,47.865491422999185,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, True, True, False, 51.68519966801008,51.306166462018155,49.52274533602758,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
True, True, True, True, 47.30112531799629,47.592108128010295,46.38720899098553,12.0,12.0,12.0,26.0,26.0,26.0,36.0,36.0,36.0
