k	top_acc_perc__casmi	top_acc_perc__csi
1	26.0	27.500000000000004
2	46.0	47.33333333333333
3	56.00000000000001	56.166666666666664
4	61.0	61.5
5	66.0	66.33333333333333
6	72.0	72.5
7	75.0	74.66666666666667
8	76.0	76.33333333333334
9	77.0	76.66666666666667
10	78.0	78.0
11	78.0	78.0
12	79.0	79.0
13	79.0	79.0
14	80.0	80.5
15	81.0	81.5
16	82.0	82.0
17	82.0	82.0
18	82.0	82.0
19	82.0	82.0
20	82.0	82.0
21	83.0	83.0
22	83.0	83.0
23	83.0	83.0
24	83.0	83.0
25	83.0	83.0
26	83.0	83.0
27	84.0	84.0
28	84.0	84.0
29	84.0	84.0
30	84.0	84.0
31	84.0	84.0
32	85.0	85.0
33	85.0	85.0
34	85.0	85.5
35	86.0	86.0
36	88.0	88.0
37	89.0	89.0
38	90.0	90.0
39	90.0	90.0
40	90.0	90.0
41	90.0	90.0
42	91.0	91.0
43	91.0	91.0
44	91.0	91.0
45	91.0	91.0
46	91.0	91.0
47	91.0	91.0
48	91.0	91.0
49	91.0	91.0
50	91.0	91.0
