sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	26.0
0	54	EA_positive	5	40.0
0	54	EA_positive	10	45.0
0	54	EA_positive	20	50.0
1	41	positive	1	17.0
1	41	positive	5	30.0
1	41	positive	10	34.0
1	41	positive	20	39.0
2	72	EA_positive	1	29.0
2	72	EA_positive	5	47.0
2	72	EA_positive	10	54.0
2	72	EA_positive	20	62.0
3	47	EA_negative	1	22.0
3	47	EA_negative	5	32.0
3	47	EA_negative	10	35.0
3	47	EA_negative	20	40.0
4	41	positive	1	13.0
4	41	positive	5	28.0
4	41	positive	10	33.0
4	41	positive	20	37.0
5	68	EA_positive	1	29.0
5	68	EA_positive	5	45.0
5	68	EA_positive	10	52.0
5	68	EA_positive	20	58.0
6	47	EA_negative	1	23.0
6	47	EA_negative	5	32.0
6	47	EA_negative	10	35.0
6	47	EA_negative	20	38.0
7	54	EA_positive	1	22.0
7	54	EA_positive	5	37.0
7	54	EA_positive	10	42.0
7	54	EA_positive	20	48.0
8	47	EA_negative	1	20.0
8	47	EA_negative	5	31.0
8	47	EA_negative	10	35.0
8	47	EA_negative	20	42.0
9	70	EA_positive	1	32.0
9	70	EA_positive	5	52.0
9	70	EA_positive	10	57.0
9	70	EA_positive	20	61.0
10	55	EA_positive	1	23.0
10	55	EA_positive	5	40.0
10	55	EA_positive	10	44.0
10	55	EA_positive	20	50.0
11	51	EA_positive	1	23.0
11	51	EA_positive	5	38.0
11	51	EA_positive	10	41.0
11	51	EA_positive	20	44.0
12	47	EA_negative	1	18.0
12	47	EA_negative	5	28.0
12	47	EA_negative	10	32.0
12	47	EA_negative	20	39.0
13	53	EA_positive	1	22.0
13	53	EA_positive	5	35.0
13	53	EA_positive	10	39.0
13	53	EA_positive	20	46.0
14	74	EA_positive	1	23.0
14	74	EA_positive	5	48.0
14	74	EA_positive	10	55.0
14	74	EA_positive	20	61.0
15	73	EA_positive	1	33.0
15	73	EA_positive	5	52.0
15	73	EA_positive	10	58.0
15	73	EA_positive	20	63.0
16	53	EA_positive	1	20.0
16	53	EA_positive	5	35.0
16	53	EA_positive	10	38.0
16	53	EA_positive	20	46.0
17	25	negative	1	8.0
17	25	negative	5	14.0
17	25	negative	10	14.0
17	25	negative	20	21.0
18	63	EA_positive	1	26.0
18	63	EA_positive	5	43.0
18	63	EA_positive	10	49.0
18	63	EA_positive	20	53.0
19	47	EA_negative	1	21.0
19	47	EA_negative	5	27.0
19	47	EA_negative	10	33.0
19	47	EA_negative	20	37.0
20	25	negative	1	8.0
20	25	negative	5	13.0
20	25	negative	10	14.0
20	25	negative	20	21.0
21	72	EA_positive	1	32.0
21	72	EA_positive	5	48.0
21	72	EA_positive	10	54.0
21	72	EA_positive	20	63.0
22	41	positive	1	16.0
22	41	positive	5	29.0
22	41	positive	10	33.0
22	41	positive	20	37.0
23	65	EA_positive	1	27.0
23	65	EA_positive	5	42.0
23	65	EA_positive	10	48.0
23	65	EA_positive	20	56.0
24	25	negative	1	6.0
