C	inner_split	ndcg_ohc
1	0	0.6488136916163946
1	1	0.6876450443742399
1	2	0.6753365572185893
4	0	0.6574003573306972
4	1	0.6881117056350738
4	2	0.6690822106709586
16	0	0.6543050563646703
16	1	0.7085136947713447
16	2	0.6712640349023347
32	0	0.6499514279855111
32	1	0.7022001615017837
32	2	0.667721923092075
64	0	0.6554202325188433
64	1	0.7059785118117963
64	2	0.6636840339103853
