spectrum	rt	pref_value
EAX295801	5.1	-0.08566772216827012
EAX029601	14.4	0.01879462481740997
EAX282301	5.2	-0.1234418922660494
EAX280501	6.9	-0.015904004862199117
EAX024001	9.5	-0.07568053947260212
EAX029201	12.2	-0.053910391803417695
EAX066701	15.4	-0.012124012308850601
EAX028501	5.6	0.01585494784435948
EAX009001	15.0	-0.0535159127390704
EAX026001	1.7	-0.0702935397668758
EAX023001	8.5	-0.0869476656245518
EAX298601	9.4	-0.001659045296227013
EAX034601	9.2	-0.06791922813534117
EAX011201	10.9	-0.02869340137598922
EAX091601	9.4	-0.05292269738250696
EAX270901	6.9	0.013123023565331987
EAX015001	2.4	-0.05769001561957643
EAX268201	2.0	-0.07178753192692765
EAX271101	6.6	-0.07751518843593422
EAX023401	8.5	-0.03383620211873464
EAX262601	5.9	-0.03445039311781321
EAX017101	5.4	-0.03656015970922055
EAX285201	10.6	-0.01754453072064366
EAX012501	13.1	-0.06444315695975017
EAX014701	12.1	-0.03455253880991833
EAX294201	2.9	-0.12769913662854587
EAX295301	1.6	-0.060378583758262716
EAX294901	1.6	-0.05247481212660421
EAX018901	2.2	-0.059672794213266156
EAX028701	6.3	-0.1417245179998996
EAX032701	4.5	-0.13753128518397678
EAX025901	7.5	-0.06649104846447262
EAX278101	10.0	0.036959605444369825
EAX258301	7.5	0.013987524615483304
EAX070901	6.7	-0.0059241299359492905
EAX019001	11.8	0.05025041673473836
EAX275801	7.0	0.011452906514743288
EAX025301	1.4	-0.14824799013684886
EAX024501	8.0	-0.011498276585194533
EAX013301	8.7	-0.010117196285274938
EAX009401	4.3	-0.10553778242560541
EAX282001	8.3	-0.004126323180657199
EAX021201	8.9	0.0037392120952570718
EAX293301	13.0	0.04933433317426461
EAX016901	6.3	-0.06713823860024498
EAX066501	8.6	-0.019917413724430955
EAX032501	9.8	-0.043417861297372504
EAX007101	11.5	-0.016124619803960606
EAX280901	12.8	-0.02495834360450351
EAX277201	9.2	-0.04103768615599246
EAX275901	15.3	-0.011235178462421343
EAX009601	6.7	-0.04895683762386993
EAX066601	7.8	-0.005248624287394976
EAX027501	6.6	-0.08880821684795503
EAX020901	5.9	-0.05161852294995503
EAX026801	5.6	-0.006231746930117077
EAX280201	4.9	-0.09593022186024702
EAX012201	2.9	-0.08598420528492601
EAX276101	1.3	-0.07989680259036258
EAX034401	8.6	-0.004578674287509882
EAX050201	11.7	-0.05926180137028292
EAX024701	2.6	-0.10944074078252564
EAX274301	6.3	-0.07078023312817167
EAX030401	4.9	-0.07377517322966717
EAX263701	11.2	-0.05903036066634062
EAX028901	10.1	-0.08950026981779854
EAX282801	6.3	-0.03055910570716199
EAX294401	4.9	-0.10885107617425466
EAX008801	8.3	-0.0983719956920723
EAX273801	9.5	0.04977618802245026
EAX014801	3.4	-0.025261267686121247
EAX070801	4.8	-0.05030786392082853
EAX270601	5.0	-0.028124711305979544
EAX084501	2.4	-0.06620723527379863
EAX019501	10.8	-0.10645460051007885
EAX069801	9.0	-0.09253408934502727
EAX292201	2.9	-0.09416997376418532
EAX028601	6.6	-0.0639313452703476
EAX023901	5.2	0.03437499710297529
EAX064401	9.3	-0.07846072858088311
EAX280401	4.3	-0.020482772461809462
EAX282101	9.2	-0.10936625012793827
EAX015601	9.3	-0.07558826056094736
EAX014401	9.2	-0.06480691761361987
EAX025401	9.9	-0.06673781167365536
EAX033401	1.2	-0.09058921123700081
EAX293601	8.6	-0.08913205161927121
EAX000401	4.6	-0.07844824452839808
EAX024301	8.4	-0.0399408856420676
EAX013901	1.0	0.02162403709494624
EAX274001	3.8	-0.07258316893154793
EAX256701	18.1	0.052453979058807
EAX010701	4.9	-0.031075524455256964
EAX284801	11.4	-0.007825883547606842
EAX270501	3.6	0.03276525827252963
EAX029301	10.8	-0.0760947973132101
EAX265701	8.6	-0.07123230862079688
EAX027701	4.9	0.013995390785202455
EAX032601	9.5	-0.03445509976811352
EAX067201	5.3	-0.030453431134855713
