spectrum	rt	pref_value
EAX009601	4.9	-0.09041938324425236
EAX026901	14.4	0.03535260221017614
EAX007101	11.7	-0.0021263815171483763
EAX292501	12.2	-0.0485464143476772
EAX025801	5.6	-0.04873210311473053
EAX028701	10.0	-0.047504867104755766
EAX066801	7.2	-0.1831890792184978
EAX256601	4.5	-0.12259875881566407
EAX026201	7.1	-0.19555306336165112
EAX069801	7.1	-0.17022649424349023
EAX283001	7.9	-0.14118937357674288
EAX260001	6.7	-0.16003649654844443
EAX286101	6.7	-0.013266920009984862
EAX070801	2.8	-0.2120484893251262
EAX012601	8.1	-0.0679234860508055
EAX034001	2.1	0.008142054022470369
EAX028001	10.0	0.047889807650462135
EAX011201	9.6	0.0010837978383428926
EAX274301	12.1	-0.010287015463932736
EAX066701	4.4	-0.1526472800284191
EAX024801	2.9	-0.17113394984952368
EAX282201	1.6	-0.12091940781805932
EAX295801	3.6	-0.21984670116953997
EAX018501	6.2	-0.08785682494162184
EAX020401	6.7	-0.05378670375662087
EAX028901	6.9	-0.16962098361746714
EAX295601	8.5	-0.05178049334503171
EAX295101	7.0	0.02557291362084546
EAX034201	3.7	0.0015080866629157974
EAX266601	6.7	-0.13105394425379435
EAX020501	8.7	-0.017767713159717147
EAX032701	4.3	-0.18302424602858025
EAX285701	8.3	-0.1622921856482642
EAX013201	8.3	-0.004437431351547172
EAX012901	13.0	0.059734896762810075
EAX067101	5.5	-0.1886487354512889
EAX027501	4.0	-0.1860445473546828
EAX277001	12.8	0.006062749223370231
EAX261201	4.6	-0.16670365656146413
EAX282001	7.5	-0.1295579745459261
EAX294501	1.3	-0.13535948223829286
EAX273401	6.7	-0.1495131792979043
EAX013001	7.8	-0.026189639996073127
EAX105301	6.2	-0.11013659216594884
EAX262101	0.9	-0.21483417682734984
EAX016101	4.9	-0.1811034503090263
EAX274401	3.5	-0.2562227357507667
EAX026001	6.7	-0.14842775213573756
EAX294301	7.6	-0.171305400914314
EAX009501	1.3	-0.13275550771778244
EAX028301	2.2	-0.10610131034206827
EAX290301	9.1	0.06656207418093343
EAX023901	8.6	-0.008520071792742667
EAX029901	4.8	-0.15849255444006605
EAX023001	1.0	-0.11809327172786332
EAX281001	6.8	-0.1466836591005104
EAX270501	9.5	0.050296464984618705
EAX266801	9.2	0.060803673110561396
EAX012401	12.6	0.02568734558727631
EAX023401	13.0	0.05594757896123527
EAX292401	9.5	0.06587542701264903
EAX023201	7.6	-0.0687348033433215
EAX065201	8.8	-0.003232882818134164
EAX050201	0.8	-0.12593919209359927
EAX011701	9.0	-0.06689232056718286
EAX289801	1.1	-0.1679958597372082
EAX285401	4.8	-0.12008207088027822
EAX012801	9.3	-0.08271141002978954
EAX278401	7.8	-0.17024700992047848
EAX294901	10.4	0.04446966797014551
EAX028601	9.2	-0.15789569088276886
EAX030301	9.3	-0.11438390703461217
EAX282901	9.9	-0.061636759659778995
EAX295001	12.4	-0.12324609054955249
EAX028801	3.6	-0.007900710320379645
EAX019701	1.2	-0.12333206023900001
EAX280401	8.6	-0.10306411460891174
EAX271201	3.5	-0.03646177505249826
EAX277201	6.5	-0.05729042569017062
EAX282101	4.6	-0.13629429847066388
EAX295301	3.7	-0.09829643839933988
EAX277801	3.1	-0.15297928357525925
EAX018701	3.8	-0.13645494408754977
EAX282601	5.7	-0.05583077106532641
EAX033801	2.9	-0.07374633197362712
EAX070701	8.7	-0.0813760152857077
EAX064501	1.6	-0.15707006918774025
EAX280901	6.6	-0.05032909786527984
EAX281301	5.2	-0.05940770439855769
EAX290101	12.1	0.22692628154840433
EAX005801	14.7	0.19682108313917412
EAX069901	3.9	-0.05214580796212376
EAX034601	2.4	-0.019873010038974903
EAX294601	10.3	0.011387631124959663
EAX029301	8.6	-0.047682260269402255
EAX285201	16.0	0.011990872932229252
EAX273701	14.0	-0.02997498882611227
EAX282501	4.9	-0.05781763942512619
EAX066901	4.6	-0.1130321982877236
EAX280201	9.5	-0.062141243057797516
