k	top_acc_perc__casmi	top_acc_perc__csi
1	21.0	22.833333333333332
2	40.0	41.5
3	48.0	48.916666666666664
4	52.0	53.0
5	59.0	59.45
6	63.0	63.4
7	65.0	64.60000000000001
8	67.0	66.80000000000001
9	68.0	68.33333333333334
10	71.0	70.66666666666667
11	73.0	73.5
12	75.0	75.0
13	75.0	76.14285714285714
14	78.0	78.78571428571428
15	80.0	80.26190476190476
16	82.0	81.23809523809524
17	82.0	81.71428571428572
18	83.0	82.85714285714286
19	83.0	83.0
20	83.0	83.0
21	83.0	83.0
22	83.0	83.0
23	84.0	84.0
24	84.0	84.0
25	85.0	85.0
26	85.0	85.33333333333333
27	86.0	85.66666666666666
28	87.0	86.99999999999999
29	87.0	86.99999999999999
30	87.0	87.49999999999999
31	89.0	88.99999999999999
32	89.0	88.99999999999999
33	89.0	88.99999999999999
34	89.0	88.99999999999999
35	89.0	88.99999999999999
36	90.0	89.99999999999999
37	90.0	89.99999999999999
38	90.0	90.3095238095238
39	90.0	90.6190476190476
40	90.0	90.92857142857142
41	92.0	91.23809523809523
42	92.0	91.54761904761904
43	92.0	91.85714285714285
44	92.0	91.99999999999999
45	92.0	91.99999999999999
46	92.0	92.16666666666666
47	92.0	92.33333333333333
48	93.0	93.5
49	94.0	93.66666666666667
50	94.0	93.83333333333334
