spectrum	rt	pref_value
EAX027701	5.1	-0.14628992692819898
EAX032501	8.5	-0.03160914706907403
EAX284801	5.2	-0.16420677935991534
EAX024801	9.5	-0.09578320373811045
EAX293801	12.4	-0.018545330553021502
EAX030401	10.0	-0.07944694026582999
EAX292401	6.0	-0.09031198214785885
EAX282301	11.7	0.019934879009015027
EAX294001	7.2	-0.12555805858637492
EAX255501	6.7	-0.129088873878759
EAX295701	8.5	-0.13018584386238885
EAX027501	8.7	-0.020902746557487806
EAX020501	2.7	-0.2187532664657854
EAX009701	9.4	-0.0674273747972341
EAX034601	8.9	0.02987906482080277
EAX020401	2.8	-0.2526824128291896
EAX030201	10.1	-0.06250271009291686
EAX030101	7.8	-0.06824520523794253
EAX008401	1.9	-0.0648565735273341
EAX030301	3.8	-0.09425530759989265
EAX033101	10.0	0.03522155072620037
EAX019201	9.6	-0.003425900258265724
EAX066701	14.5	-0.014076151599891812
EAX273701	13.1	-0.029451156813155688
EAX281801	8.6	0.005661730231479201
EAX026001	12.1	-0.013808295644996159
EAX019401	1.6	-0.09544092749130328
EAX029201	3.6	-0.25836300380180655
EAX294301	7.5	-0.10986746101810274
EAX013301	6.7	-0.04081305841405625
EAX256701	11.7	0.054436973722520425
EAX034701	7.0	0.048700493667571676
EAX013801	4.5	-0.19367982827599262
EAX273801	1.4	-0.1773688024164053
EAX023001	4.4	-0.1574635741905781
EAX293601	3.7	-0.006021870090517689
EAX011801	6.7	-0.13156383628393753
EAX020801	10.1	-0.1281864362355689
EAX021301	8.0	-0.060991269937870296
EAX000401	8.7	-0.06291494497824823
EAX018501	8.3	-0.11856447561352779
EAX281501	8.9	-0.005821347116536479
EAX013201	13.0	0.0837261664167559
EAX280301	5.1	-0.2174654467557886
EAX293301	9.2	-0.11199382290145543
EAX069901	4.0	-0.20056632161297117
EAX008801	8.6	-0.0836129829694634
EAX028001	8.5	-0.11243681210045597
EAX027901	5.6	-0.1506814021696239
EAX270801	9.8	-0.03931136840178756
EAX011701	4.5	-0.038929146383770874
EAX280901	4.6	-0.1689349750383129
EAX028401	6.7	-0.11565916273062316
EAX024001	5.6	-0.16963008614131736
EAX014601	3.2	0.06516306073339223
EAX275801	14.7	0.03680448808049819
EAX033801	6.0	-0.13570998413162205
EAX064301	4.9	-0.1250105020933776
EAX030901	3.5	-0.15629879528726187
EAX280201	2.2	-0.12220766371807112
EAX012401	11.5	0.04001240775267262
EAX293901	9.1	0.05678917523586763
EAX028601	8.6	-0.03187187667870606
EAX273401	5.2	-0.04097702417369832
EAX030601	3.6	0.022500831035328253
EAX028501	4.9	-0.1377388803135542
EAX274401	6.8	-0.1549241618874171
EAX015101	9.5	0.023771059001919864
EAX294501	5.2	-0.06935125316493673
EAX019901	4.8	-0.07865701608330422
EAX028801	5.0	-0.09021435698909785
EAX025301	8.8	-0.03326776577671786
EAX277901	0.8	-0.06264790894629413
EAX027401	2.4	-0.0552945624216068
EAX066001	1.1	-0.2225118551725438
EAX066301	2.9	-0.20833505207088732
EAX028301	9.2	-0.036210722709555665
EAX029301	13.4	-0.022295029049427817
EAX070001	4.3	-0.08453636020600852
EAX070801	9.2	-0.17334080229209714
EAX013501	5.8	-0.0740350330763685
EAX019601	9.9	-0.09486222428733937
EAX070701	12.4	-0.11091383567943558
EAX009401	9.0	-0.15913229945526458
EAX066801	5.0	-0.1275862980758845
EAX271101	5.2	-0.15154201534835154
EAX261201	4.6	-0.11036438536911164
EAX012001	8.4	-0.06367020772968934
EAX282801	1.0	-0.016965188149165034
EAX281001	1.6	-0.15098804466131643
EAX260001	5.2	-0.061895267235373974
EAX278101	12.1	0.23863036885472289
EAX290301	4.9	-0.03722210459549857
EAX021201	11.4	-0.05420422471206704
EAX027601	10.5	-0.043944554237544606
EAX289801	5.7	-0.10902461390980434
EAX277401	12.6	-0.023699242671141985
EAX270901	3.9	-0.07426213397574832
EAX281701	2.4	-0.02690549898742696
EAX256101	11.2	-0.00637137960495146
