C	inner_split	ndcg_ohc
1	0	0.7144416556138551
1	1	0.7245969587635488
1	2	0.6683508363105691
4	0	0.7013850364365213
4	1	0.7269254280873095
4	2	0.672047219545601
16	0	0.7099075840010719
16	1	0.7197629114853554
16	2	0.6683575665877904
32	0	0.7126125047092337
32	1	0.7078415219664815
32	2	0.6612993213373006
64	0	0.704169756597483
64	1	0.6968370672639899
64	2	0.6558381767950711
