C	inner_split	ndcg_ohc
1	0	0.6738024906270424
1	1	0.7093928021910774
1	2	0.7152731667891397
4	0	0.6733982101877132
4	1	0.7130450921275212
4	2	0.710099148413241
16	0	0.6818388184477353
16	1	0.723904183421897
16	2	0.7113101016986301
32	0	0.6761247505840652
32	1	0.7101151978610232
32	2	0.7068940480104804
64	0	0.6669639020638953
64	1	0.7068751912658086
64	2	0.6913096709619933
