spectrum	rt	pref_value
EAX023101	4.9	-0.07418946433082896
EAX034101	8.5	-0.03183532123183275
EAX008901	11.5	0.06309153497961663
EAX019701	9.9	0.014000085742941759
EAX285701	11.7	0.0237521649054315
EAX009501	10.0	-0.019995533306957247
EAX024801	1.7	-0.10716322832212244
EAX033401	7.1	-0.11538490473980256
EAX070001	7.9	-0.09326656182852444
EAX295301	6.6	-0.04989993096290424
EAX065901	2.7	-0.2214128157255595
EAX005801	6.9	0.05309471495149387
EAX282701	12.5	0.05827457697452165
EAX017001	4.4	-0.21856137315247937
EAX027501	2.0	-0.0861125622033292
EAX298601	1.6	-0.11009848957061907
EAX105301	6.6	-0.09327092960612537
EAX028801	2.2	-0.1578660116976287
EAX295101	5.7	-0.14490537986009633
EAX025901	2.8	-0.20118087670340445
EAX290101	9.7	-0.04000164118597971
EAX017101	10.1	-0.050264775717994925
EAX011701	7.8	-0.06935479772592218
EAX028501	1.9	-0.08344545573964668
EAX067401	2.1	0.04223850461911338
EAX103801	13.6	0.00018593429221014368
EAX260301	10.0	0.03045026213872637
EAX008601	10.6	0.03771787739322141
EAX293301	13.1	0.02821842384940032
EAX099201	1.6	-0.09329722191743528
EAX258301	3.7	-0.10241459147318022
EAX067201	3.6	-0.192688403530763
EAX270101	6.2	-0.06767654248282295
EAX020401	7.5	0.014873830256502574
EAX026601	6.7	-0.04924727386943972
EAX261001	7.0	-0.04330346328888135
EAX292401	11.8	0.08869026620567805
EAX271201	7.0	0.007121573379147428
EAX286201	10.1	-0.09452961944066418
EAX020301	8.0	0.0059041771015073685
EAX026001	8.3	-0.17879836664499704
EAX028901	8.3	0.0055824854743840024
EAX070401	8.4	0.03958195964246569
EAX013001	5.6	-0.20411331620786388
EAX016901	4.5	0.00872274163801312
EAX015401	9.2	-0.021063200826226813
EAX023601	15.7	0.10932097744507141
EAX025801	12.6	0.06829620786653456
EAX255001	1.1	-0.023776449668312494
EAX281301	5.1	0.006324889626350326
EAX016601	10.1	0.10545952919543428
EAX070701	5.6	0.00022666002069471336
EAX293101	2.9	-0.17645126258693145
EAX026801	7.3	-0.08439999245730445
EAX013801	3.8	-0.05497133846538199
EAX021201	11.5	0.05548099515036836
EAX266601	2.6	-0.10563396610570264
EAX274301	13.7	-0.0007568280426489271
EAX028401	5.5	-0.024416250851609478
EAX017901	9.1	0.07058193628687434
EAX069701	2.6	-0.13261790213057156
EAX008401	11.0	-0.11731153371332603
EAX030501	3.7	-0.11049690031226
EAX066601	4.8	-0.1793252602538602
EAX033701	0.8	-0.016602456930439047
EAX274001	3.6	0.03391116495466437
EAX265801	1.0	-0.12476206567787074
EAX018501	4.2	-0.03799070944328886
EAX267601	11.2	-0.0514611871297892
EAX273801	6.8	-0.12982051861334942
EAX274101	1.0	-0.09582025259269766
EAX019401	2.2	-0.11803378057974978
EAX268201	6.3	-0.11318812595686478
EAX070201	12.6	0.09647301463083832
EAX260001	5.4	-0.07724595417870228
EAX293901	8.3	-0.15072327592236323
EAX012901	6.1	-0.029672423479235988
EAX020901	7.6	-0.0426541635831692
EAX256601	2.4	-0.05259767980680741
EAX070601	10.8	-0.10890695913810111
EAX084501	9.9	-0.17059054405290697
EAX015001	9.0	-0.10281746259860802
EAX066101	9.2	-0.01222175576468143
EAX012501	5.8	-0.032557167769672046
EAX018301	3.6	0.008727169762460907
EAX257201	4.3	-0.06936449063117167
EAX033101	8.4	-0.02644393039736248
EAX019601	2.9	-0.08526528138783718
EAX019101	5.2	-0.09774598276592017
EAX282801	6.6	-0.04238387144787792
EAX256101	12.1	0.25743936306013415
EAX294301	14.7	0.22400590808630838
EAX292501	16.1	-0.02466770740740709
EAX019201	4.9	-0.01068423816273345
EAX280301	5.7	-0.10400778608773376
EAX277401	3.9	-0.03386138301042796
EAX030901	2.4	-0.009072185822666556
EAX013601	14.0	0.05484311965401523
EAX033601	4.9	-0.028939391475744092
EAX294501	5.3	-0.03483945709362679
