k	top_acc_perc__casmi	top_acc_perc__csi
1	27.0	28.5319660014782
2	40.0	42.56393200295639
3	48.0	49.34589800443459
4	53.0	53.627864005912784
5	56.99999999999999	57.15983000739098
6	59.0	58.691796008869176
7	61.0	61.30709534368071
8	63.0	63.75572801182556
9	66.0	66.03769401330376
10	71.0	70.81966001478196
11	71.0	71.60162601626016
12	72.0	71.95934959349593
13	73.0	73.95993031358884
14	74.0	75.12717770034843
15	75.0	75.79442508710801
16	77.0	76.9616724738676
17	77.0	77.12891986062718
18	78.0	78.29616724738676
19	78.0	78.46341463414635
20	78.0	78.48780487804879
21	79.0	78.51219512195124
22	79.0	78.53658536585368
23	79.0	78.56097560975613
24	79.0	78.58536585365857
25	80.0	79.60975609756102
26	80.0	79.96747967479679
27	81.0	80.32520325203257
28	81.0	80.68292682926834
29	81.0	80.70731707317078
30	82.0	81.73170731707323
31	82.0	82.089430894309
32	83.0	82.44715447154478
33	84.0	83.80487804878055
34	84.0	83.829268292683
35	84.0	83.85365853658544
36	84.0	83.87804878048789
37	84.0	83.90243902439033
38	84.0	84.59349593495944
39	85.0	85.28455284552854
40	85.0	85.47560975609764
41	86.0	85.66666666666674
42	86.0	85.83333333333341
43	86.0	86.00000000000009
44	86.0	86.00000000000009
45	86.0	86.00000000000009
46	87.0	87.00000000000009
47	87.0	87.00000000000009
48	87.0	87.00000000000009
49	87.0	87.00000000000009
50	87.0	87.00000000000009
