k	top_acc_perc__casmi	top_acc_perc__csi
1	23.0	23.833333333333332
2	40.0	41.0
3	51.0	50.66666666666666
4	56.00000000000001	56.49999999999999
5	62.0	62.2
6	66.0	66.4
7	67.0	67.10000000000001
8	69.0	69.30000000000001
9	70.0	70.64285714285715
10	73.0	73.28571428571429
11	73.0	73.5952380952381
12	75.0	75.40476190476191
13	77.0	77.71428571428572
14	82.0	81.85714285714286
15	83.0	82.5
16	83.0	83.0
17	83.0	83.0
18	83.0	83.0
19	84.0	84.0
20	85.0	85.0
21	85.0	85.0
22	85.0	85.0
23	86.0	86.0
24	86.0	86.0
25	87.0	87.0
26	87.0	87.0
27	87.0	87.0
28	87.0	87.0
29	88.0	88.0
30	88.0	88.0
31	88.0	88.0
32	88.0	88.0
33	88.0	88.0
34	88.0	88.0
35	88.0	88.0
36	88.0	88.0
37	88.0	88.0
38	89.0	89.0
39	89.0	89.0
40	89.0	89.0
41	89.0	89.0
42	89.0	89.0
43	89.0	89.0
44	89.0	89.0
45	89.0	89.0
46	89.0	89.0
47	89.0	89.0
48	89.0	89.0
49	89.0	89.0
50	89.0	89.0
