spectrum	rt	pref_value
EAX292201	13.3	0.13624694845130403
EAX067401	6.9	-0.03925980306713317
EAX282301	9.5	-0.008736253180917586
EAX025801	11.7	0.037397110619067364
EAX014801	15.4	-0.007388627449089302
EAX295501	14.4	0.08612201125755448
EAX032801	7.2	-0.19859201730568277
EAX013301	1.7	-0.15443446883621093
EAX024001	4.5	-0.08943515756750653
EAX270801	7.1	-0.22468773855225965
EAX015001	7.1	-0.16837741087389269
EAX067101	7.9	-0.14568876740916625
EAX069701	8.5	-0.18386708614607272
EAX270501	2.7	-0.1969349480511564
EAX064301	9.4	0.07384688098965331
EAX275901	9.4	-0.06791965334732697
EAX261201	6.9	0.05851440916684014
EAX266601	8.9	0.048980893674465564
EAX295301	4.4	-0.25125836381722877
EAX012601	2.0	-0.18048828863711386
EAX012401	5.1	-0.08264324745039975
EAX294601	2.2	-0.2696501287853694
EAX066501	3.9	-0.26059148921672737
EAX299201	5.7	-0.2184691931858218
EAX009501	5.9	-0.11829159399573674
EAX020101	10.1	-0.12218144370502682
EAX070801	1.9	-0.16779807642324762
EAX012801	2.1	0.06953412806712667
EAX281501	12.8	0.08938492629145367
EAX006901	10.2	-0.012015170670687053
EAX293501	9.6	0.02596472869462252
EAX027501	10.6	0.0008971418597987224
EAX024201	13.1	0.06506827065193421
EAX021201	12.1	0.018771345613634915
EAX066901	1.6	-0.1321373191600954
EAX293301	1.6	-0.10030700649644331
EAX016601	2.7	-0.12161707655517517
EAX034101	4.1	-0.2764373172792043
EAX019701	10.0	0.0693740123821138
EAX030201	6.2	-0.017799319264499402
EAX020901	7.0	0.11777563140939495
EAX009001	3.7	-0.029078107792540386
EAX292401	8.3	-0.16388408284984202
EAX019201	8.3	0.05737877502602373
EAX029401	8.5	0.02856148002681369
EAX017201	9.2	-0.17491615429330487
EAX066301	8.5	-0.1742116381490808
EAX019001	5.3	-0.09319427222551413
EAX020501	8.8	-0.08125408573605508
EAX294201	1.1	-0.09723654861966846
EAX260301	1.3	-0.12547928993903312
EAX267501	3.2	0.06957901780342546
EAX066101	5.1	-0.03603634670197475
EAX264901	10.1	0.08352368323526449
EAX015101	6.0	-0.1184821639703233
EAX012901	5.9	-0.11782549851331447
EAX280301	5.6	0.0018299977031488446
EAX070601	6.7	-0.2454131259629424
EAX067201	9.8	-0.15965159285897101
EAX294701	7.6	-0.12083768934448003
EAX105301	2.9	-0.279320731039995
EAX271201	7.3	-0.17906085721244214
EAX009401	3.8	-0.13579758293916455
EAX028801	5.5	-0.03845201066697679
EAX293901	8.6	0.05265162744958862
EAX016901	2.6	-0.27986111661341706
EAX274001	4.8	-0.22206836341160274
EAX084501	1.0	-0.16087675306389926
EAX019601	1.0	-0.11952481283477034
EAX281001	9.5	-0.026390317789692475
EAX067001	1.7	-0.1371563101687201
EAX012501	12.6	0.16079378868383337
EAX280401	4.5	-0.07457785423669616
EAX271101	9.5	0.23767502913330363
EAX018301	5.2	-0.08300852228826194
EAX011601	5.0	-0.1059830359370908
EAX028901	7.6	-0.07046759889771215
EAX017901	10.8	-0.1897041788562812
EAX065901	2.9	-0.23142860883931426
EAX256601	6.6	-0.17880428895959177
EAX010701	5.8	-0.08592139233668461
EAX020201	9.3	-0.10887463630304306
EAX066601	9.9	-0.11102754923746483
EAX028001	12.4	-0.16748985347789835
EAX018101	9.0	-0.2263653254248008
EAX013001	4.6	-0.1497357662791452
EAX025401	6.6	-0.03295337475536053
EAX275801	18.1	0.14659499096232054
EAX023001	12.1	0.401916280610191
EAX280901	4.9	-0.035917518911837476
EAX030601	10.9	0.1358852123704537
EAX013801	10.4	0.0352655188777069
EAX032901	5.7	-0.12221804945626857
EAX034201	3.6	-0.09195971813727777
EAX293701	10.3	0.14159742899933336
EAX013901	1.5	-0.09595449950844248
EAX024901	14.0	0.14153130802394864
EAX023101	4.9	-0.0211310669627629
EAX295101	4.6	-0.2081522330370138
EAX290101	10.2	-0.12314237886907153
