spectrum	rt	pref_value
EAX012401	5.1	-0.17869803853865918
EAX015401	4.0	-0.21765055273960598
EAX020201	11.5	-0.0362405228657432
EAX000401	5.2	-0.31599804384126084
EAX270501	11.7	0.013536977103442038
EAX293901	15.0	-0.017732841584170433
EAX260301	7.2	-0.18584510933154785
EAX013601	6.6	-0.10141654182703252
EAX294101	9.2	-0.00031668924843319957
EAX025901	9.4	-0.10325303076421388
EAX265801	12.5	0.012685237322187959
EAX292401	2.4	-0.07744743651732122
EAX014401	6.7	0.08107276052530388
EAX014801	4.4	-0.2926074615446126
EAX257201	2.0	-0.22922879844306587
EAX008501	5.1	-0.14709513954658326
EAX293501	5.7	-0.1929720840327933
EAX070901	8.1	-0.09607253702813878
EAX294201	5.9	-0.09276986356352168
EAX261001	5.4	0.036248892799317645
EAX034301	2.1	0.04214673055932572
EAX009501	12.8	0.009958620204469248
EAX270801	10.2	-0.013025579583489405
EAX064401	13.6	-0.014192907706629954
EAX018701	14.5	-0.0022997966715185836
EAX293101	8.6	0.030661000927030724
EAX282401	12.1	0.03972883594517307
EAX286101	4.4	-0.17021718363287075
EAX066401	2.7	-0.1327732405532962
EAX023001	6.3	-0.1805464967426058
EAX256701	3.6	-0.21431561230118845
EAX019501	4.1	-0.21526375117035812
EAX026601	6.2	-0.034306595759438174
EAX019701	7.5	-0.003693010858329515
EAX286201	7.0	-0.09311222287378484
EAX281801	11.8	0.13027919907009133
EAX017201	8.5	-0.01853235854641122
EAX020101	8.7	0.05746958380602685
EAX293301	8.3	-0.19629880216139028
EAX299201	8.3	0.09486119187870568
EAX020801	6.8	-0.07073300829605511
EAX282501	4.6	-0.22929928840108893
EAX064301	12.8	0.0012771042631445073
EAX065301	5.3	-0.13088638220716797
EAX070601	8.8	-0.0754758435231846
EAX008601	15.7	0.1188356096440506
EAX025801	6.6	-0.22975950743138362
EAX295701	15.3	0.0329599560557709
EAX278401	6.7	-0.14691793326172942
EAX024801	3.2	0.07483726231994137
EAX034401	6.6	-0.1183795751278367
EAX295601	5.2	-0.4467488058491256
EAX289801	7.0	-0.08114268579171335
EAX275801	6.0	-0.10846865219614044
EAX016601	6.2	0.05357536082019987
EAX032901	5.5	-0.061877275843349455
EAX018301	9.1	0.1178877637497458
EAX065801	11.7	-0.004274037517709717
EAX273401	4.8	-0.28803110892112027
EAX292201	5.2	-0.04651626878120485
EAX066301	4.9	-0.19401595892549706
EAX033601	4.2	-0.06700623384803706
EAX262101	1.0	-0.11699734047013166
EAX032801	2.2	-0.04894937598321647
EAX285201	9.2	0.1208401861389623
EAX016101	6.3	-0.21381725535537566
EAX105301	9.5	0.1798174167152471
EAX029001	5.2	-0.049749847655288004
EAX012201	8.8	0.027220261064377915
EAX024501	10.8	-0.12774854395730006
EAX032701	2.9	-0.23350907461250214
EAX282101	7.8	-0.11950175653120665
EAX285501	9.6	-0.014953419260944845
EAX278301	8.0	0.11741410622367154
EAX026901	10.4	0.07364164186354571
EAX028601	5.2	-0.15551543973867332
EAX020301	8.6	-0.1201935460728345
EAX034601	4.6	-0.1511513381395746
EAX029801	6.6	-0.19654501991317552
EAX070701	6.5	0.007400826432261143
EAX015601	4.6	-0.19400500762514206
EAX024901	3.8	-0.18027224625972682
EAX019001	11.5	-0.1892561265918422
EAX008801	2.9	-0.03493826460709215
EAX282601	8.7	-0.12021250113682136
EAX026801	5.2	-0.17140824095156226
EAX021301	1.6	-0.1533487183533928
EAX255501	18.1	0.17000732555868403
EAX294601	12.1	0.42018602815438477
EAX016901	16.1	0.042942954465497785
EAX293801	4.9	-0.08555544693201789
EAX028901	10.9	0.1131853396564666
EAX024201	10.5	0.016966308189312773
EAX285701	5.7	-0.12692327889655974
EAX278201	4.1	-0.05052974498684559
EAX277801	3.6	-0.10716482365580893
EAX028801	10.3	0.10705558542510918
EAX282301	4.6	-0.0822065576914639
EAX023201	11.2	-0.019398128708688622
EAX274001	10.2	-0.11080916252481221
