k	top_acc_perc__casmi	top_acc_perc__csi
1	25.0	26.0
2	41.0	42.333333333333336
3	50.0	50.16666666666667
4	56.99999999999999	57.00000000000001
5	60.0	60.83333333333334
6	63.0	62.66666666666668
7	66.0	66.00000000000001
8	67.0	67.00000000000001
9	67.0	67.50000000000001
10	69.0	69.33333333333334
11	70.0	69.66666666666667
12	71.0	71.5
13	75.0	75.0
14	76.0	76.5
15	77.0	77.0
16	78.0	78.0
17	79.0	79.0
18	79.0	79.0
19	79.0	79.0
20	79.0	79.0
21	79.0	79.0
22	79.0	79.0
23	79.0	79.0
24	80.0	80.0
25	80.0	80.0
26	80.0	80.0
27	80.0	80.0
28	80.0	80.16666666666667
29	80.0	80.33333333333334
30	80.0	80.50000000000001
31	81.0	80.66666666666669
32	81.0	80.83333333333336
33	82.0	82.00000000000003
34	82.0	82.00000000000003
35	82.0	82.00000000000003
36	82.0	82.00000000000003
37	82.0	82.00000000000003
38	83.0	83.00000000000003
39	83.0	83.00000000000003
40	83.0	83.00000000000003
41	83.0	83.00000000000003
42	83.0	83.00000000000003
43	83.0	83.00000000000003
44	83.0	83.00000000000003
45	84.0	84.00000000000003
46	84.0	84.00000000000003
47	84.0	84.00000000000003
48	84.0	84.00000000000003
49	84.0	84.00000000000003
50	84.0	84.00000000000003
