k	top_acc_perc__casmi	top_acc_perc__csi
1	33.0	34.75
2	49.0	49.5
3	55.00000000000001	54.75
4	60.0	60.0
5	61.0	61.5
6	66.0	66.0
7	69.0	69.0
8	70.0	70.14285714285714
9	71.0	71.28571428571428
10	72.0	73.42857142857142
11	76.0	75.57142857142856
12	76.0	75.7142857142857
13	76.0	75.85714285714283
14	77.0	76.99999999999997
15	77.0	76.99999999999997
16	77.0	76.99999999999997
17	78.0	77.99999999999997
18	78.0	77.99999999999997
19	79.0	79.3333333333333
20	80.0	79.66666666666663
21	81.0	81.14285714285711
22	82.0	82.28571428571425
23	82.0	82.42857142857139
24	83.0	82.57142857142853
25	83.0	82.71428571428567
26	83.0	82.8571428571428
27	83.0	82.99999999999994
28	83.0	82.99999999999994
29	83.0	82.99999999999994
30	84.0	83.99999999999994
31	84.0	83.99999999999994
32	85.0	84.99999999999994
33	85.0	84.99999999999994
34	85.0	84.99999999999994
35	85.0	84.99999999999994
36	87.0	86.99999999999994
37	87.0	86.99999999999994
38	87.0	86.99999999999994
39	87.0	86.99999999999994
40	87.0	86.99999999999994
41	88.0	87.99999999999994
42	89.0	88.99999999999994
43	89.0	88.99999999999994
44	89.0	88.99999999999994
45	89.0	88.99999999999994
46	89.0	88.99999999999994
47	89.0	88.99999999999994
48	89.0	88.99999999999994
49	89.0	88.99999999999994
50	89.0	88.99999999999994
