k	top_acc_perc__casmi	top_acc_perc__csi
1	23.0	24.76190476190476
2	44.0	44.02380952380952
3	52.0	52.95238095238095
4	56.99999999999999	56.71428571428571
5	63.0	63.47619047619047
6	65.0	65.57142857142856
7	66.0	66.66666666666666
8	67.0	66.76190476190476
9	67.0	67.19047619047619
10	68.0	67.61904761904762
11	70.0	70.21428571428572
12	71.0	71.47619047619048
13	72.0	72.73809523809524
14	74.0	74.0
15	74.0	74.19047619047619
16	76.0	76.38095238095238
17	76.0	76.6547619047619
18	76.0	76.92857142857142
19	78.0	78.20238095238093
20	78.0	78.47619047619045
21	78.0	78.49999999999997
22	79.0	78.52380952380949
23	80.0	79.54761904761901
24	80.0	79.57142857142853
25	80.0	79.59523809523805
26	80.0	79.9523809523809
27	81.0	80.30952380952377
28	81.0	80.66666666666663
29	81.0	80.69047619047615
30	81.0	80.71428571428567
31	83.0	82.73809523809518
32	83.0	82.7619047619047
33	83.0	82.83571428571423
34	83.0	82.90952380952376
35	83.0	82.98333333333329
36	83.0	83.05714285714282
37	83.0	83.13095238095235
38	83.0	83.87142857142854
39	84.0	84.61190476190473
40	84.0	84.85238095238091
41	85.0	85.0928571428571
42	85.0	85.33333333333329
43	87.0	86.54999999999995
44	87.0	86.59999999999995
45	87.0	86.64999999999995
46	87.0	86.69999999999995
47	87.0	86.74999999999994
48	87.0	86.79999999999994
49	87.0	86.84999999999994
50	87.0	86.89999999999993
