k	top_acc_perc__casmi	top_acc_perc__csi
1	19.0	23.42857142857143
2	38.0	41.35714285714286
3	48.0	49.452380952380956
4	53.0	53.714285714285715
5	56.99999999999999	57.47619047619047
6	61.0	62.07142857142857
7	63.0	64.16666666666667
8	67.0	66.76190476190476
9	68.0	67.85714285714286
10	70.0	69.95238095238096
11	70.0	70.3809523809524
12	71.0	70.80952380952382
13	71.0	71.23809523809526
14	72.0	72.83333333333336
15	73.0	73.69047619047622
16	75.0	75.04761904761908
17	76.0	76.65476190476194
18	76.0	76.92857142857146
19	78.0	78.20238095238098
20	78.0	78.4761904761905
21	78.0	78.50000000000001
22	79.0	78.52380952380953
23	79.0	78.54761904761905
24	79.0	78.57142857142857
25	79.0	78.59523809523809
26	79.0	78.6190476190476
27	79.0	78.64285714285712
28	81.0	80.66666666666664
29	81.0	80.69047619047616
30	81.0	80.71428571428568
31	81.0	80.7380952380952
32	82.0	81.76190476190472
33	82.0	81.83571428571425
34	82.0	81.90952380952378
35	82.0	81.9833333333333
36	82.0	82.05714285714284
37	82.0	82.13095238095237
38	82.0	82.2047619047619
39	82.0	82.27857142857142
40	82.0	82.35238095238095
41	82.0	82.42619047619048
42	82.0	82.50000000000001
43	84.0	83.55000000000001
44	84.0	83.60000000000001
45	84.0	83.65
46	84.0	83.7
47	84.0	83.75
48	84.0	83.8
49	84.0	83.85
50	84.0	83.89999999999999
