sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	21.0
0	54	EA_positive	5	35.0
0	54	EA_positive	10	45.0
0	54	EA_positive	20	49.0
1	41	positive	1	18.0
1	41	positive	5	29.0
1	41	positive	10	34.0
1	41	positive	20	38.0
2	72	EA_positive	1	28.0
2	72	EA_positive	5	48.0
2	72	EA_positive	10	55.0
2	72	EA_positive	20	64.0
3	47	EA_negative	1	20.0
3	47	EA_negative	5	30.0
3	47	EA_negative	10	34.0
3	47	EA_negative	20	42.0
4	41	positive	1	19.0
4	41	positive	5	29.0
4	41	positive	10	35.0
4	41	positive	20	36.0
5	68	EA_positive	1	23.0
5	68	EA_positive	5	43.0
5	68	EA_positive	10	53.0
5	68	EA_positive	20	57.0
6	47	EA_negative	1	18.0
6	47	EA_negative	5	31.0
6	47	EA_negative	10	33.0
6	47	EA_negative	20	40.0
7	54	EA_positive	1	18.0
7	54	EA_positive	5	32.0
7	54	EA_positive	10	38.0
7	54	EA_positive	20	46.0
8	47	EA_negative	1	18.0
8	47	EA_negative	5	35.0
8	47	EA_negative	10	35.0
8	47	EA_negative	20	41.0
9	70	EA_positive	1	30.0
9	70	EA_positive	5	48.0
9	70	EA_positive	10	55.0
9	70	EA_positive	20	60.0
10	55	EA_positive	1	19.0
10	55	EA_positive	5	35.0
10	55	EA_positive	10	41.0
10	55	EA_positive	20	50.0
11	51	EA_positive	1	24.0
11	51	EA_positive	5	34.0
11	51	EA_positive	10	39.0
11	51	EA_positive	20	44.0
12	47	EA_negative	1	20.0
12	47	EA_negative	5	29.0
12	47	EA_negative	10	32.0
12	47	EA_negative	20	40.0
13	53	EA_positive	1	24.0
13	53	EA_positive	5	33.0
13	53	EA_positive	10	41.0
13	53	EA_positive	20	44.0
14	74	EA_positive	1	27.0
14	74	EA_positive	5	42.0
14	74	EA_positive	10	58.0
14	74	EA_positive	20	65.0
15	73	EA_positive	1	27.0
15	73	EA_positive	5	50.0
15	73	EA_positive	10	60.0
15	73	EA_positive	20	65.0
16	53	EA_positive	1	20.0
16	53	EA_positive	5	33.0
16	53	EA_positive	10	41.0
16	53	EA_positive	20	45.0
17	25	negative	1	7.0
17	25	negative	5	14.0
17	25	negative	10	18.0
17	25	negative	20	22.0
18	63	EA_positive	1	24.0
18	63	EA_positive	5	43.0
18	63	EA_positive	10	49.0
18	63	EA_positive	20	54.0
19	47	EA_negative	1	19.0
19	47	EA_negative	5	33.0
19	47	EA_negative	10	35.0
19	47	EA_negative	20	39.0
20	25	negative	1	8.0
20	25	negative	5	14.0
20	25	negative	10	17.0
20	25	negative	20	22.0
21	72	EA_positive	1	32.0
21	72	EA_positive	5	50.0
21	72	EA_positive	10	57.0
21	72	EA_positive	20	64.0
22	41	positive	1	17.0
22	41	positive	5	29.0
22	41	positive	10	31.0
22	41	positive	20	37.0
23	65	EA_positive	1	22.0
23	65	EA_positive	5	38.0
23	65	EA_positive	10	47.0
23	65	EA_positive	20	54.0
24	25	negative	1	6.0
24	25	negative	5	13.0
24	25	negative	10	16.0
24	25	negative	20	22.0
25	66	EA_positive	1	21.0
25	66	EA_positive	5	40.0
25	66	EA_positive	10	51.0
25	66	EA_positive	20	55.0
26	62	EA_positive	1	27.0
26	62	EA_positive	5	41.0
26	62	EA_positive	10	49.0
26	62	EA_positive	20	53.0
27	41	positive	1	17.0
27	41	positive	5	28.0
27	41	positive	10	33.0
27	41	positive	20	37.0
28	41	positive	1	16.0
28	41	positive	5	28.0
28	41	positive	10	33.0
28	41	positive	20	35.0
29	71	EA_positive	1	30.0
29	71	EA_positive	5	48.0
29	71	EA_positive	10	56.0
