sample_id	sequence_length	dataset	k	n_top_k
29	71	EA_positive	20	65.0
30	54	EA_positive	1	24.0
30	54	EA_positive	5	34.0
30	54	EA_positive	10	41.0
30	54	EA_positive	20	47.0
31	47	EA_negative	1	17.0
31	47	EA_negative	5	32.0
31	47	EA_negative	10	34.0
31	47	EA_negative	20	41.0
32	41	positive	1	14.0
32	41	positive	5	28.0
32	41	positive	10	34.0
32	41	positive	20	36.0
33	60	EA_positive	1	21.0
33	60	EA_positive	5	40.0
33	60	EA_positive	10	48.0
33	60	EA_positive	20	55.0
34	41	positive	1	18.0
34	41	positive	5	25.0
34	41	positive	10	32.0
34	41	positive	20	36.0
35	60	EA_positive	1	21.0
35	60	EA_positive	5	35.0
35	60	EA_positive	10	47.0
35	60	EA_positive	20	51.0
36	47	EA_negative	1	19.0
36	47	EA_negative	5	31.0
36	47	EA_negative	10	35.0
36	47	EA_negative	20	43.0
37	72	EA_positive	1	31.0
37	72	EA_positive	5	51.0
37	72	EA_positive	10	59.0
37	72	EA_positive	20	63.0
38	41	positive	1	17.0
38	41	positive	5	28.0
38	41	positive	10	32.0
38	41	positive	20	36.0
39	41	positive	1	17.0
39	41	positive	5	31.0
39	41	positive	10	34.0
39	41	positive	20	38.0
40	54	EA_positive	1	21.0
40	54	EA_positive	5	33.0
40	54	EA_positive	10	40.0
40	54	EA_positive	20	46.0
41	25	negative	1	7.0
41	25	negative	5	13.0
41	25	negative	10	17.0
41	25	negative	20	21.0
42	55	EA_positive	1	18.0
42	55	EA_positive	5	37.0
42	55	EA_positive	10	41.0
42	55	EA_positive	20	48.0
43	58	EA_positive	1	22.0
43	58	EA_positive	5	36.0
43	58	EA_positive	10	43.0
43	58	EA_positive	20	49.0
44	47	EA_negative	1	18.0
44	47	EA_negative	5	31.0
44	47	EA_negative	10	36.0
44	47	EA_negative	20	41.0
45	66	EA_positive	1	27.0
45	66	EA_positive	5	41.0
45	66	EA_positive	10	51.0
45	66	EA_positive	20	56.0
46	56	EA_positive	1	20.0
46	56	EA_positive	5	39.0
46	56	EA_positive	10	41.0
46	56	EA_positive	20	48.0
47	41	positive	1	17.0
47	41	positive	5	30.0
47	41	positive	10	33.0
47	41	positive	20	38.0
