k	top_acc_perc__casmi	top_acc_perc__csi
1	10.0	14.791825396825395
2	22.0	27.65031746031746
3	28.000000000000004	32.84214285714285
4	34.0	37.033968253968254
5	42.0	43.63605006105006
6	48.0	48.171465201465196
7	48.0	50.50688034188035
8	50.0	52.9565811965812
9	54.0	54.97679487179488
10	56.00000000000001	57.0025641025641
11	56.00000000000001	59.02833333333333
12	57.99999999999999	60.720769230769235
13	57.99999999999999	62.01320512820513
14	60.0	63.30564102564102
15	64.0	64.59807692307692
16	68.0	65.75717948717949
17	68.0	66.59128205128205
18	70.0	67.17538461538462
19	70.0	68.50948717948718
20	70.0	69.64358974358974
21	72.0	70.7776923076923
22	72.0	71.75794871794872
23	74.0	73.73820512820514
24	78.0	75.71846153846155
25	78.0	77.69871794871797
26	78.0	78.34564102564104
27	78.0	78.74256410256412
28	78.0	79.13948717948719
29	80.0	79.53641025641026
30	80.0	79.93333333333334
31	80.0	80.12
32	80.0	80.97333333333334
33	82.0	81.82666666666668
34	82.0	82.68000000000002
35	82.0	83.36666666666669
36	84.0	84.05333333333336
37	84.0	84.74000000000002
38	84.0	84.76000000000002
39	84.0	84.78000000000002
40	84.0	85.80000000000001
41	86.0	86.82000000000001
42	86.0	86.84
43	86.0	86.86
44	86.0	86.88
45	86.0	86.89999999999999
46	86.0	86.91999999999999
47	86.0	86.93999999999998
48	86.0	87.02896551724136
49	86.0	87.11793103448274
50	86.0	87.20689655172411
51	88.0	87.29586206896549
52	88.0	87.38482758620687
53	88.0	87.47379310344824
54	88.0	87.56275862068962
55	88.0	87.651724137931
56	88.0	87.74068965517237
57	88.0	87.82965517241375
58	88.0	87.97576354679799
59	88.0	88.12187192118223
60	88.0	88.26798029556647
61	88.0	88.41408866995071
62	90.0	88.56019704433496
63	90.0	88.7063054187192
64	90.0	88.85241379310344
65	90.0	89.14137931034482
66	90.0	89.4303448275862
67	90.0	89.71931034482758
68	90.0	90.00827586206896
69	90.0	90.29724137931034
70	90.0	90.58620689655172
71	90.0	90.8751724137931
72	92.0	91.16413793103447
73	92.0	91.45310344827585
74	92.0	91.74206896551723
75	94.0	92.03103448275861
76	94.0	92.72
77	94.0	93.34
78	96.0	94.96000000000001
79	98.0	96.43714285714286
80	98.0	96.91428571428571
81	98.0	96.99142857142857
82	98.0	97.06857142857143
83	98.0	97.14571428571429
84	98.0	97.22285714285715
85	98.0	97.30000000000001
86	98.0	97.37714285714287
87	98.0	97.95428571428573
88	98.0	98.53142857142859
89	100.0	99.10857142857145
90	100.0	99.68571428571431
91	100.0	99.76285714285717
92	100.0	99.84000000000003
93	100.0	99.86000000000003
94	100.0	99.88000000000002
95	100.0	99.90000000000002
96	100.0	99.92000000000002
97	100.0	99.94000000000001
98	100.0	99.96000000000001
99	100.0	99.98
100	100.0	100.0
101	100.0	100.0
102	100.0	100.0
103	100.0	100.0
104	100.0	100.0
105	100.0	100.0
106	100.0	100.0
107	100.0	100.0
108	100.0	100.0
109	100.0	100.0
110	100.0	100.0
111	100.0	100.0
112	100.0	100.0
113	100.0	100.0
114	100.0	100.0
115	100.0	100.0
116	100.0	100.0
117	100.0	100.0
118	100.0	100.0
119	100.0	100.0
120	100.0	100.0
121	100.0	100.0
122	100.0	100.0
123	100.0	100.0
124	100.0	100.0
125	100.0	100.0
126	100.0	100.0
127	100.0	100.0
128	100.0	100.0
129	100.0	100.0
130	100.0	100.0
131	100.0	100.0
132	100.0	100.0
133	100.0	100.0
134	100.0	100.0
135	100.0	100.0
136	100.0	100.0
137	100.0	100.0
138	100.0	100.0
139	100.0	100.0
140	100.0	100.0
141	100.0	100.0
142	100.0	100.0
143	100.0	100.0
144	100.0	100.0
145	100.0	100.0
146	100.0	100.0
147	100.0	100.0
148	100.0	100.0
149	100.0	100.0
150	100.0	100.0
151	100.0	100.0
152	100.0	100.0
153	100.0	100.0
154	100.0	100.0
155	100.0	100.0
156	100.0	100.0
157	100.0	100.0
158	100.0	100.0
159	100.0	100.0
160	100.0	100.0
161	100.0	100.0
162	100.0	100.0
163	100.0	100.0
164	100.0	100.0
165	100.0	100.0
166	100.0	100.0
167	100.0	100.0
168	100.0	100.0
169	100.0	100.0
170	100.0	100.0
171	100.0	100.0
172	100.0	100.0
173	100.0	100.0
174	100.0	100.0
175	100.0	100.0
176	100.0	100.0
177	100.0	100.0
178	100.0	100.0
179	100.0	100.0
180	100.0	100.0
181	100.0	100.0
182	100.0	100.0
183	100.0	100.0
184	100.0	100.0
185	100.0	100.0
186	100.0	100.0
187	100.0	100.0
188	100.0	100.0
189	100.0	100.0
190	100.0	100.0
191	100.0	100.0
192	100.0	100.0
193	100.0	100.0
194	100.0	100.0
195	100.0	100.0
196	100.0	100.0
197	100.0	100.0
198	100.0	100.0
199	100.0	100.0
200	100.0	100.0
201	100.0	100.0
202	100.0	100.0
203	100.0	100.0
204	100.0	100.0
205	100.0	100.0
206	100.0	100.0
207	100.0	100.0
208	100.0	100.0
209	100.0	100.0
210	100.0	100.0
211	100.0	100.0
212	100.0	100.0
213	100.0	100.0
214	100.0	100.0
215	100.0	100.0
216	100.0	100.0
217	100.0	100.0
218	100.0	100.0
219	100.0	100.0
220	100.0	100.0
221	100.0	100.0
222	100.0	100.0
223	100.0	100.0
224	100.0	100.0
225	100.0	100.0
226	100.0	100.0
227	100.0	100.0
228	100.0	100.0
229	100.0	100.0
230	100.0	100.0
231	100.0	100.0
232	100.0	100.0
233	100.0	100.0
234	100.0	100.0
235	100.0	100.0
236	100.0	100.0
237	100.0	100.0
238	100.0	100.0
239	100.0	100.0
240	100.0	100.0
241	100.0	100.0
242	100.0	100.0
243	100.0	100.0
244	100.0	100.0
245	100.0	100.0
246	100.0	100.0
247	100.0	100.0
248	100.0	100.0
249	100.0	100.0
250	100.0	100.0
251	100.0	100.0
252	100.0	100.0
253	100.0	100.0
254	100.0	100.0
255	100.0	100.0
256	100.0	100.0
257	100.0	100.0
258	100.0	100.0
259	100.0	100.0
260	100.0	100.0
261	100.0	100.0
262	100.0	100.0
263	100.0	100.0
264	100.0	100.0
265	100.0	100.0
266	100.0	100.0
267	100.0	100.0
268	100.0	100.0
269	100.0	100.0
270	100.0	100.0
271	100.0	100.0
272	100.0	100.0
273	100.0	100.0
274	100.0	100.0
275	100.0	100.0
276	100.0	100.0
277	100.0	100.0
278	100.0	100.0
279	100.0	100.0
280	100.0	100.0
281	100.0	100.0
282	100.0	100.0
283	100.0	100.0
284	100.0	100.0
285	100.0	100.0
286	100.0	100.0
287	100.0	100.0
288	100.0	100.0
289	100.0	100.0
290	100.0	100.0
291	100.0	100.0
292	100.0	100.0
293	100.0	100.0
294	100.0	100.0
295	100.0	100.0
296	100.0	100.0
297	100.0	100.0
298	100.0	100.0
