sample_id	sequence_length	dataset	k	n_top_k
34	41	positive	5	25.0
34	41	positive	10	31.0
34	41	positive	20	38.0
35	60	EA_positive	1	26.5
35	60	EA_positive	5	48.5
35	60	EA_positive	10	54.5
35	60	EA_positive	20	58.0
36	47	EA_negative	1	20.0
36	47	EA_negative	5	41.5
36	47	EA_negative	10	43.0
36	47	EA_negative	20	46.00000000000001
37	72	EA_positive	1	36.0
37	72	EA_positive	5	59.75
37	72	EA_positive	10	62.0
37	72	EA_positive	20	69.0
38	41	positive	1	16.0
38	41	positive	5	24.0
38	41	positive	10	32.0
38	41	positive	20	38.0
39	41	positive	1	18.5
39	41	positive	5	25.0
39	41	positive	10	31.0
39	41	positive	20	36.0
40	54	EA_positive	1	19.75
40	54	EA_positive	5	38.0
40	54	EA_positive	10	44.0
40	54	EA_positive	20	51.0
41	25	negative	1	7.666666666666667
41	25	negative	5	17.416666666666668
41	25	negative	10	24.000000000000004
41	25	negative	20	24.000000000000004
42	55	EA_positive	1	22.5
42	55	EA_positive	5	44.0
42	55	EA_positive	10	46.0
42	55	EA_positive	20	52.0
43	58	EA_positive	1	26.25
43	58	EA_positive	5	47.0
43	58	EA_positive	10	51.0
43	58	EA_positive	20	53.0
44	47	EA_negative	1	22.0
44	47	EA_negative	5	41.5
44	47	EA_negative	10	44.0
44	47	EA_negative	20	46.00000000000001
45	66	EA_positive	1	29.5
45	66	EA_positive	5	52.5
45	66	EA_positive	10	58.0
45	66	EA_positive	20	64.0
46	56	EA_positive	1	23.0
46	56	EA_positive	5	44.5
46	56	EA_positive	10	49.0
46	56	EA_positive	20	55.0
47	41	positive	1	16.0
47	41	positive	5	26.0
47	41	positive	10	33.0
47	41	positive	20	37.0
