k	top_acc_perc__casmi	top_acc_perc__csi
1	32.0	33.5
2	47.0	48.333333333333336
3	54.0	53.66666666666667
4	60.0	60.00000000000001
5	60.0	60.333333333333336
6	63.0	63.166666666666686
7	68.0	68.00000000000001
8	69.0	69.00000000000001
9	72.0	72.00000000000001
10	73.0	73.00000000000001
11	73.0	73.00000000000001
12	74.0	74.00000000000001
13	74.0	74.00000000000001
14	74.0	74.00000000000001
15	74.0	74.00000000000001
16	74.0	74.50000000000001
17	75.0	75.00000000000001
18	75.0	75.00000000000001
19	75.0	75.50000000000001
20	77.0	77.00000000000001
21	77.0	77.00000000000001
22	77.0	77.00000000000001
23	78.0	78.00000000000001
24	78.0	78.50000000000001
25	79.0	79.00000000000001
26	80.0	80.00000000000001
27	80.0	80.00000000000001
28	80.0	80.00000000000001
29	81.0	81.00000000000001
30	82.0	82.00000000000001
31	82.0	82.33333333333334
32	84.0	83.66666666666667
33	84.0	84.5
34	85.0	85.0
35	85.0	85.5
36	86.0	86.0
37	86.0	86.0
38	86.0	86.0
39	86.0	86.0
40	87.0	87.0
41	87.0	87.0
42	87.0	87.0
43	87.0	87.0
44	88.0	88.0
45	88.0	88.0
46	88.0	88.0
47	88.0	88.0
48	88.0	88.5
49	90.0	90.0
50	90.0	90.0
