C	inner_split	ndcg_ohc
1	0	0.6741208388181
1	1	0.697707824661455
1	2	0.7123926481792576
4	0	0.6716305709452892
4	1	0.7053658836430481
4	2	0.7114956318765767
16	0	0.6675093834502535
16	1	0.7106142451444517
16	2	0.7073919628986661
32	0	0.6720889399588265
32	1	0.7057257616526256
32	2	0.7088669587572307
64	0	0.6686294941997891
64	1	0.6984238015201254
64	2	0.7035258367303358
