k	top_acc_perc__casmi	top_acc_perc__csi
1	30.0	32.33333333333333
2	48.0	48.166666666666664
3	56.99999999999999	57.49999999999999
4	63.0	63.0
5	63.0	63.2
6	65.0	65.4
7	68.0	67.60000000000001
8	69.0	68.94285714285715
9	69.0	69.42857142857143
10	70.0	71.38095238095238
11	72.0	72.33333333333333
12	76.0	75.78571428571428
13	78.0	77.23809523809523
14	79.0	78.89047619047618
15	79.0	79.39999999999999
16	81.0	81.1
17	82.0	81.8
18	82.0	82.0
19	82.0	82.0
20	82.0	82.0
21	82.0	82.0
22	83.0	83.0
23	83.0	83.0
24	83.0	83.0
25	83.0	83.0
26	83.0	83.0
27	83.0	83.0
28	83.0	83.0
29	83.0	83.0
30	83.0	83.0
31	84.0	84.0
32	84.0	84.0
33	84.0	84.0
34	84.0	84.0
35	84.0	84.0
36	84.0	84.0
37	85.0	85.0
38	85.0	85.5
39	87.0	87.0
40	87.0	87.0
41	87.0	87.0
42	87.0	87.0
43	88.0	88.0
44	88.0	88.0
45	89.0	89.0
46	89.0	89.0
47	89.0	89.0
48	89.0	89.0
49	89.0	89.0
50	89.0	89.0
