k	top_acc_perc__casmi	top_acc_perc__csi
1	23.0	23.5
2	35.0	36.0
3	47.0	47.5
4	54.0	54.0
5	60.0	61.33333333333334
6	66.0	65.66666666666667
7	68.0	68.33333333333334
8	70.0	69.66666666666667
9	71.0	71.0
10	71.0	71.5
11	74.0	74.0
12	74.0	74.0
13	74.0	74.0
14	74.0	74.5
15	75.0	75.0
16	76.0	76.0
17	77.0	77.0
18	77.0	77.0
19	78.0	78.0
20	78.0	78.0
21	78.0	78.0
22	78.0	78.0
23	79.0	79.0
24	79.0	79.0
25	79.0	79.0
26	79.0	79.0
27	79.0	79.0
28	80.0	80.0
29	80.0	80.0
30	80.0	80.5
31	82.0	82.0
32	82.0	82.5
33	83.0	83.0
34	83.0	83.0
35	83.0	83.0
36	83.0	83.0
37	83.0	83.0
38	83.0	83.0
39	84.0	84.0
40	84.0	84.0
41	84.0	84.0
42	84.0	84.0
43	84.0	84.0
44	84.0	84.0
45	84.0	84.0
46	84.0	84.0
47	85.0	85.0
48	86.0	86.0
49	86.0	86.0
50	86.0	86.0
