C	inner_split	ndcg_ohc
1	0	0.6823059926457228
1	1	0.6873646188292307
1	2	0.6655023031815476
4	0	0.6807047513962831
4	1	0.6958560948383189
4	2	0.6679410107809132
16	0	0.6902750635725682
16	1	0.6967760424392188
16	2	0.669044259361554
32	0	0.6931781565810923
32	1	0.6927977508973482
32	2	0.6751847371256426
64	0	0.6872759278746318
64	1	0.6932891550448225
64	2	0.6727741270864807
