sample_id	sequence_length	dataset	k	n_top_k	n_trees
6	47	EA_negative	5	30.0	13
6	47	EA_negative	10	34.0	13
6	47	EA_negative	20	39.0	13
6	47	EA_negative	1	19.0	14
6	47	EA_negative	5	30.0	14
6	47	EA_negative	10	34.0	14
6	47	EA_negative	20	39.0	14
6	47	EA_negative	1	19.0	15
6	47	EA_negative	5	30.0	15
6	47	EA_negative	10	34.0	15
6	47	EA_negative	20	39.0	15
6	47	EA_negative	1	19.0	16
6	47	EA_negative	5	30.0	16
6	47	EA_negative	10	34.0	16
6	47	EA_negative	20	39.0	16
6	47	EA_negative	1	19.0	17
6	47	EA_negative	5	30.0	17
6	47	EA_negative	10	34.0	17
6	47	EA_negative	20	39.0	17
6	47	EA_negative	1	19.0	18
6	47	EA_negative	5	30.0	18
6	47	EA_negative	10	34.0	18
6	47	EA_negative	20	39.0	18
6	47	EA_negative	1	19.0	19
6	47	EA_negative	5	30.0	19
6	47	EA_negative	10	34.0	19
6	47	EA_negative	20	39.0	19
6	47	EA_negative	1	19.0	20
6	47	EA_negative	5	30.0	20
6	47	EA_negative	10	34.0	20
6	47	EA_negative	20	39.0	20
6	47	EA_negative	1	19.0	21
6	47	EA_negative	5	30.0	21
6	47	EA_negative	10	34.0	21
6	47	EA_negative	20	39.0	21
6	47	EA_negative	1	19.0	22
6	47	EA_negative	5	30.0	22
6	47	EA_negative	10	34.0	22
6	47	EA_negative	20	39.0	22
6	47	EA_negative	1	19.0	23
6	47	EA_negative	5	30.0	23
6	47	EA_negative	10	34.0	23
6	47	EA_negative	20	39.0	23
6	47	EA_negative	1	19.0	24
6	47	EA_negative	5	30.0	24
6	47	EA_negative	10	34.0	24
6	47	EA_negative	20	39.0	24
6	47	EA_negative	1	19.0	25
6	47	EA_negative	5	30.0	25
6	47	EA_negative	10	34.0	25
6	47	EA_negative	20	39.0	25
6	47	EA_negative	1	19.0	26
6	47	EA_negative	5	30.0	26
6	47	EA_negative	10	34.0	26
6	47	EA_negative	20	39.0	26
6	47	EA_negative	1	19.0	27
6	47	EA_negative	5	30.0	27
6	47	EA_negative	10	34.0	27
6	47	EA_negative	20	39.0	27
6	47	EA_negative	1	19.0	28
6	47	EA_negative	5	30.0	28
6	47	EA_negative	10	34.0	28
6	47	EA_negative	20	39.0	28
6	47	EA_negative	1	19.0	29
6	47	EA_negative	5	30.0	29
6	47	EA_negative	10	34.0	29
6	47	EA_negative	20	39.0	29
6	47	EA_negative	1	19.0	30
6	47	EA_negative	5	30.0	30
6	47	EA_negative	10	34.0	30
6	47	EA_negative	20	39.0	30
6	47	EA_negative	1	19.0	31
6	47	EA_negative	5	30.0	31
6	47	EA_negative	10	34.0	31
6	47	EA_negative	20	39.0	31
6	47	EA_negative	1	19.0	32
6	47	EA_negative	5	30.0	32
6	47	EA_negative	10	34.0	32
6	47	EA_negative	20	39.0	32
7	54	EA_positive	1	24.0	1
7	54	EA_positive	5	36.0	1
7	54	EA_positive	10	43.0	1
7	54	EA_positive	20	47.0	1
7	54	EA_positive	1	24.0	2
7	54	EA_positive	5	36.0	2
7	54	EA_positive	10	43.0	2
7	54	EA_positive	20	45.0	2
7	54	EA_positive	1	23.0	3
7	54	EA_positive	5	37.0	3
7	54	EA_positive	10	43.0	3
7	54	EA_positive	20	46.0	3
7	54	EA_positive	1	23.0	4
7	54	EA_positive	5	37.0	4
7	54	EA_positive	10	42.0	4
7	54	EA_positive	20	46.0	4
7	54	EA_positive	1	23.0	5
7	54	EA_positive	5	37.0	5
7	54	EA_positive	10	42.0	5
7	54	EA_positive	20	46.0	5
7	54	EA_positive	1	23.0	6
7	54	EA_positive	5	37.0	6
7	54	EA_positive	10	43.0	6
7	54	EA_positive	20	47.0	6
7	54	EA_positive	1	23.0	7
7	54	EA_positive	5	37.0	7
7	54	EA_positive	10	43.0	7
7	54	EA_positive	20	46.0	7
7	54	EA_positive	1	24.0	8
7	54	EA_positive	5	37.0	8
7	54	EA_positive	10	44.0	8
7	54	EA_positive	20	47.0	8
7	54	EA_positive	1	24.0	9
7	54	EA_positive	5	37.0	9
7	54	EA_positive	10	44.0	9
7	54	EA_positive	20	47.0	9
7	54	EA_positive	1	23.0	10
7	54	EA_positive	5	37.0	10
7	54	EA_positive	10	44.0	10
7	54	EA_positive	20	47.0	10
7	54	EA_positive	1	24.0	11
7	54	EA_positive	5	37.0	11
7	54	EA_positive	10	44.0	11
7	54	EA_positive	20	47.0	11
7	54	EA_positive	1	24.0	12
7	54	EA_positive	5	37.0	12
7	54	EA_positive	10	44.0	12
7	54	EA_positive	20	47.0	12
7	54	EA_positive	1	24.0	13
7	54	EA_positive	5	37.0	13
7	54	EA_positive	10	44.0	13
7	54	EA_positive	20	47.0	13
7	54	EA_positive	1	24.0	14
7	54	EA_positive	5	37.0	14
7	54	EA_positive	10	44.0	14
7	54	EA_positive	20	47.0	14
7	54	EA_positive	1	24.0	15
7	54	EA_positive	5	37.0	15
7	54	EA_positive	10	44.0	15
7	54	EA_positive	20	47.0	15
7	54	EA_positive	1	23.0	16
7	54	EA_positive	5	37.0	16
7	54	EA_positive	10	44.0	16
7	54	EA_positive	20	47.0	16
7	54	EA_positive	1	23.0	17
7	54	EA_positive	5	37.0	17
7	54	EA_positive	10	44.0	17
7	54	EA_positive	20	47.0	17
7	54	EA_positive	1	23.0	18
7	54	EA_positive	5	37.0	18
7	54	EA_positive	10	44.0	18
7	54	EA_positive	20	47.0	18
7	54	EA_positive	1	23.0	19
7	54	EA_positive	5	37.0	19
7	54	EA_positive	10	44.0	19
7	54	EA_positive	20	47.0	19
7	54	EA_positive	1	23.0	20
7	54	EA_positive	5	37.0	20
7	54	EA_positive	10	44.0	20
7	54	EA_positive	20	47.0	20
7	54	EA_positive	1	23.0	21
7	54	EA_positive	5	37.0	21
7	54	EA_positive	10	44.0	21
7	54	EA_positive	20	47.0	21
7	54	EA_positive	1	23.0	22
7	54	EA_positive	5	37.0	22
7	54	EA_positive	10	44.0	22
7	54	EA_positive	20	47.0	22
7	54	EA_positive	1	23.0	23
7	54	EA_positive	5	37.0	23
7	54	EA_positive	10	44.0	23
7	54	EA_positive	20	47.0	23
7	54	EA_positive	1	23.0	24
7	54	EA_positive	5	37.0	24
7	54	EA_positive	10	44.0	24
7	54	EA_positive	20	47.0	24
7	54	EA_positive	1	23.0	25
7	54	EA_positive	5	37.0	25
7	54	EA_positive	10	44.0	25
7	54	EA_positive	20	47.0	25
7	54	EA_positive	1	23.0	26
7	54	EA_positive	5	37.0	26
7	54	EA_positive	10	44.0	26
7	54	EA_positive	20	47.0	26
7	54	EA_positive	1	23.0	27
7	54	EA_positive	5	37.0	27
7	54	EA_positive	10	44.0	27
7	54	EA_positive	20	47.0	27
7	54	EA_positive	1	23.0	28
7	54	EA_positive	5	37.0	28
7	54	EA_positive	10	43.0	28
7	54	EA_positive	20	47.0	28
7	54	EA_positive	1	23.0	29
7	54	EA_positive	5	37.0	29
7	54	EA_positive	10	43.0	29
7	54	EA_positive	20	47.0	29
7	54	EA_positive	1	23.0	30
7	54	EA_positive	5	37.0	30
7	54	EA_positive	10	43.0	30
7	54	EA_positive	20	47.0	30
7	54	EA_positive	1	23.0	31
7	54	EA_positive	5	37.0	31
7	54	EA_positive	10	43.0	31
7	54	EA_positive	20	47.0	31
7	54	EA_positive	1	23.0	32
7	54	EA_positive	5	37.0	32
7	54	EA_positive	10	43.0	32
7	54	EA_positive	20	47.0	32
8	47	EA_negative	1	20.0	1
8	47	EA_negative	5	30.0	1
8	47	EA_negative	10	34.0	1
8	47	EA_negative	20	39.0	1
8	47	EA_negative	1	20.0	2
8	47	EA_negative	5	30.0	2
8	47	EA_negative	10	34.0	2
8	47	EA_negative	20	39.0	2
8	47	EA_negative	1	19.0	3
8	47	EA_negative	5	30.0	3
8	47	EA_negative	10	35.0	3
8	47	EA_negative	20	40.0	3
8	47	EA_negative	1	19.0	4
8	47	EA_negative	5	30.0	4
8	47	EA_negative	10	35.0	4
8	47	EA_negative	20	40.0	4
8	47	EA_negative	1	19.0	5
8	47	EA_negative	5	30.0	5
8	47	EA_negative	10	35.0	5
8	47	EA_negative	20	40.0	5
8	47	EA_negative	1	19.0	6
8	47	EA_negative	5	30.0	6
8	47	EA_negative	10	35.0	6
8	47	EA_negative	20	40.0	6
8	47	EA_negative	1	19.0	7
8	47	EA_negative	5	30.0	7
8	47	EA_negative	10	35.0	7
8	47	EA_negative	20	40.0	7
8	47	EA_negative	1	19.0	8
8	47	EA_negative	5	30.0	8
8	47	EA_negative	10	35.0	8
8	47	EA_negative	20	39.0	8
8	47	EA_negative	1	19.0	9
8	47	EA_negative	5	30.0	9
8	47	EA_negative	10	35.0	9
8	47	EA_negative	20	39.0	9
8	47	EA_negative	1	19.0	10
8	47	EA_negative	5	30.0	10
8	47	EA_negative	10	35.0	10
8	47	EA_negative	20	39.0	10
8	47	EA_negative	1	19.0	11
8	47	EA_negative	5	30.0	11
8	47	EA_negative	10	35.0	11
8	47	EA_negative	20	39.0	11
8	47	EA_negative	1	19.0	12
8	47	EA_negative	5	30.0	12
8	47	EA_negative	10	35.0	12
8	47	EA_negative	20	39.0	12
8	47	EA_negative	1	19.0	13
8	47	EA_negative	5	30.0	13
8	47	EA_negative	10	35.0	13
8	47	EA_negative	20	39.0	13
8	47	EA_negative	1	19.0	14
8	47	EA_negative	5	30.0	14
8	47	EA_negative	10	34.0	14
8	47	EA_negative	20	39.0	14
8	47	EA_negative	1	19.0	15
8	47	EA_negative	5	30.0	15
8	47	EA_negative	10	34.0	15
8	47	EA_negative	20	39.0	15
8	47	EA_negative	1	19.0	16
8	47	EA_negative	5	30.0	16
8	47	EA_negative	10	34.0	16
8	47	EA_negative	20	39.0	16
8	47	EA_negative	1	19.0	17
8	47	EA_negative	5	30.0	17
8	47	EA_negative	10	34.0	17
8	47	EA_negative	20	39.0	17
8	47	EA_negative	1	19.0	18
8	47	EA_negative	5	30.0	18
8	47	EA_negative	10	34.0	18
8	47	EA_negative	20	39.0	18
8	47	EA_negative	1	19.0	19
8	47	EA_negative	5	30.0	19
8	47	EA_negative	10	34.0	19
8	47	EA_negative	20	39.0	19
8	47	EA_negative	1	19.0	20
8	47	EA_negative	5	30.0	20
8	47	EA_negative	10	34.0	20
8	47	EA_negative	20	39.0	20
8	47	EA_negative	1	19.0	21
8	47	EA_negative	5	30.0	21
8	47	EA_negative	10	34.0	21
8	47	EA_negative	20	39.0	21
8	47	EA_negative	1	19.0	22
8	47	EA_negative	5	30.0	22
8	47	EA_negative	10	34.0	22
8	47	EA_negative	20	39.0	22
8	47	EA_negative	1	19.0	23
8	47	EA_negative	5	30.0	23
8	47	EA_negative	10	35.0	23
8	47	EA_negative	20	39.0	23
8	47	EA_negative	1	19.0	24
8	47	EA_negative	5	30.0	24
8	47	EA_negative	10	34.0	24
8	47	EA_negative	20	39.0	24
8	47	EA_negative	1	19.0	25
8	47	EA_negative	5	30.0	25
8	47	EA_negative	10	34.0	25
8	47	EA_negative	20	39.0	25
8	47	EA_negative	1	19.0	26
8	47	EA_negative	5	30.0	26
8	47	EA_negative	10	35.0	26
8	47	EA_negative	20	39.0	26
8	47	EA_negative	1	19.0	27
8	47	EA_negative	5	30.0	27
8	47	EA_negative	10	34.0	27
8	47	EA_negative	20	39.0	27
8	47	EA_negative	1	19.0	28
8	47	EA_negative	5	30.0	28
8	47	EA_negative	10	35.0	28
8	47	EA_negative	20	39.0	28
8	47	EA_negative	1	19.0	29
8	47	EA_negative	5	30.0	29
8	47	EA_negative	10	35.0	29
8	47	EA_negative	20	39.0	29
8	47	EA_negative	1	19.0	30
8	47	EA_negative	5	30.0	30
8	47	EA_negative	10	34.0	30
8	47	EA_negative	20	39.0	30
8	47	EA_negative	1	19.0	31
8	47	EA_negative	5	30.0	31
8	47	EA_negative	10	34.0	31
8	47	EA_negative	20	39.0	31
8	47	EA_negative	1	19.0	32
8	47	EA_negative	5	30.0	32
8	47	EA_negative	10	34.0	32
8	47	EA_negative	20	39.0	32
9	70	EA_positive	1	36.0	1
9	70	EA_positive	5	52.0	1
9	70	EA_positive	10	56.0	1
9	70	EA_positive	20	61.0	1
9	70	EA_positive	1	36.0	2
9	70	EA_positive	5	51.0	2
9	70	EA_positive	10	56.0	2
9	70	EA_positive	20	62.0	2
9	70	EA_positive	1	36.0	3
9	70	EA_positive	5	51.0	3
9	70	EA_positive	10	57.0	3
9	70	EA_positive	20	61.0	3
9	70	EA_positive	1	36.0	4
9	70	EA_positive	5	51.0	4
9	70	EA_positive	10	57.0	4
9	70	EA_positive	20	61.0	4
9	70	EA_positive	1	36.0	5
9	70	EA_positive	5	53.0	5
9	70	EA_positive	10	57.0	5
9	70	EA_positive	20	61.0	5
9	70	EA_positive	1	36.0	6
9	70	EA_positive	5	53.0	6
9	70	EA_positive	10	58.0	6
9	70	EA_positive	20	61.0	6
9	70	EA_positive	1	36.0	7
9	70	EA_positive	5	54.0	7
9	70	EA_positive	10	57.0	7
9	70	EA_positive	20	61.0	7
9	70	EA_positive	1	36.0	8
9	70	EA_positive	5	54.0	8
9	70	EA_positive	10	57.0	8
9	70	EA_positive	20	61.0	8
9	70	EA_positive	1	36.0	9
9	70	EA_positive	5	54.0	9
9	70	EA_positive	10	57.0	9
9	70	EA_positive	20	61.0	9
9	70	EA_positive	1	36.0	10
9	70	EA_positive	5	54.0	10
9	70	EA_positive	10	56.0	10
9	70	EA_positive	20	61.0	10
9	70	EA_positive	1	36.0	11
9	70	EA_positive	5	54.0	11
9	70	EA_positive	10	56.0	11
9	70	EA_positive	20	61.0	11
9	70	EA_positive	1	36.0	12
9	70	EA_positive	5	54.0	12
9	70	EA_positive	10	56.0	12
9	70	EA_positive	20	61.0	12
9	70	EA_positive	1	36.0	13
9	70	EA_positive	5	54.0	13
9	70	EA_positive	10	57.0	13
9	70	EA_positive	20	61.0	13
9	70	EA_positive	1	36.0	14
9	70	EA_positive	5	54.0	14
9	70	EA_positive	10	56.0	14
9	70	EA_positive	20	61.0	14
9	70	EA_positive	1	36.0	15
9	70	EA_positive	5	54.0	15
9	70	EA_positive	10	56.0	15
9	70	EA_positive	20	61.0	15
9	70	EA_positive	1	36.0	16
9	70	EA_positive	5	54.0	16
9	70	EA_positive	10	56.0	16
9	70	EA_positive	20	61.0	16
9	70	EA_positive	1	36.0	17
9	70	EA_positive	5	54.0	17
9	70	EA_positive	10	56.0	17
9	70	EA_positive	20	61.0	17
9	70	EA_positive	1	36.0	18
9	70	EA_positive	5	54.0	18
9	70	EA_positive	10	56.0	18
9	70	EA_positive	20	61.0	18
9	70	EA_positive	1	36.0	19
9	70	EA_positive	5	54.0	19
9	70	EA_positive	10	56.0	19
9	70	EA_positive	20	61.0	19
9	70	EA_positive	1	36.0	20
9	70	EA_positive	5	54.0	20
9	70	EA_positive	10	56.0	20
9	70	EA_positive	20	61.0	20
9	70	EA_positive	1	36.0	21
9	70	EA_positive	5	54.0	21
9	70	EA_positive	10	56.0	21
9	70	EA_positive	20	61.0	21
9	70	EA_positive	1	36.0	22
9	70	EA_positive	5	54.0	22
9	70	EA_positive	10	56.0	22
9	70	EA_positive	20	61.0	22
9	70	EA_positive	1	36.0	23
9	70	EA_positive	5	54.0	23
9	70	EA_positive	10	56.0	23
9	70	EA_positive	20	61.0	23
9	70	EA_positive	1	36.0	24
9	70	EA_positive	5	54.0	24
9	70	EA_positive	10	56.0	24
9	70	EA_positive	20	61.0	24
9	70	EA_positive	1	36.0	25
9	70	EA_positive	5	54.0	25
9	70	EA_positive	10	56.0	25
9	70	EA_positive	20	61.0	25
9	70	EA_positive	1	36.0	26
9	70	EA_positive	5	54.0	26
9	70	EA_positive	10	56.0	26
9	70	EA_positive	20	61.0	26
9	70	EA_positive	1	36.0	27
9	70	EA_positive	5	54.0	27
9	70	EA_positive	10	56.0	27
9	70	EA_positive	20	61.0	27
9	70	EA_positive	1	36.0	28
9	70	EA_positive	5	54.0	28
9	70	EA_positive	10	56.0	28
9	70	EA_positive	20	61.0	28
9	70	EA_positive	1	36.0	29
9	70	EA_positive	5	54.0	29
9	70	EA_positive	10	56.0	29
9	70	EA_positive	20	61.0	29
9	70	EA_positive	1	36.0	30
9	70	EA_positive	5	54.0	30
9	70	EA_positive	10	56.0	30
9	70	EA_positive	20	61.0	30
9	70	EA_positive	1	36.0	31
9	70	EA_positive	5	54.0	31
9	70	EA_positive	10	56.0	31
9	70	EA_positive	20	61.0	31
9	70	EA_positive	1	36.0	32
9	70	EA_positive	5	54.0	32
9	70	EA_positive	10	56.0	32
9	70	EA_positive	20	61.0	32
10	55	EA_positive	1	24.0	1
10	55	EA_positive	5	36.0	1
10	55	EA_positive	10	43.0	1
10	55	EA_positive	20	47.0	1
10	55	EA_positive	1	24.0	2
10	55	EA_positive	5	35.0	2
10	55	EA_positive	10	43.0	2
10	55	EA_positive	20	47.0	2
10	55	EA_positive	1	24.0	3
10	55	EA_positive	5	35.0	3
10	55	EA_positive	10	44.0	3
10	55	EA_positive	20	47.0	3
10	55	EA_positive	1	24.0	4
10	55	EA_positive	5	36.0	4
10	55	EA_positive	10	44.0	4
10	55	EA_positive	20	47.0	4
10	55	EA_positive	1	24.0	5
10	55	EA_positive	5	36.0	5
10	55	EA_positive	10	44.0	5
10	55	EA_positive	20	47.0	5
10	55	EA_positive	1	24.0	6
10	55	EA_positive	5	36.0	6
10	55	EA_positive	10	44.0	6
10	55	EA_positive	20	47.0	6
10	55	EA_positive	1	24.0	7
10	55	EA_positive	5	36.0	7
10	55	EA_positive	10	44.0	7
10	55	EA_positive	20	47.0	7
10	55	EA_positive	1	24.0	8
10	55	EA_positive	5	36.0	8
10	55	EA_positive	10	44.0	8
10	55	EA_positive	20	47.0	8
10	55	EA_positive	1	24.0	9
10	55	EA_positive	5	36.0	9
10	55	EA_positive	10	44.0	9
10	55	EA_positive	20	47.0	9
10	55	EA_positive	1	24.0	10
10	55	EA_positive	5	36.0	10
10	55	EA_positive	10	44.0	10
10	55	EA_positive	20	47.0	10
10	55	EA_positive	1	24.0	11
10	55	EA_positive	5	36.0	11
10	55	EA_positive	10	44.0	11
10	55	EA_positive	20	47.0	11
10	55	EA_positive	1	24.0	12
10	55	EA_positive	5	36.0	12
10	55	EA_positive	10	44.0	12
10	55	EA_positive	20	47.0	12
10	55	EA_positive	1	24.0	13
10	55	EA_positive	5	36.0	13
10	55	EA_positive	10	44.0	13
10	55	EA_positive	20	47.0	13
10	55	EA_positive	1	24.0	14
10	55	EA_positive	5	36.0	14
10	55	EA_positive	10	44.0	14
10	55	EA_positive	20	47.0	14
10	55	EA_positive	1	24.0	15
10	55	EA_positive	5	36.0	15
10	55	EA_positive	10	44.0	15
10	55	EA_positive	20	47.0	15
10	55	EA_positive	1	24.0	16
10	55	EA_positive	5	36.0	16
10	55	EA_positive	10	44.0	16
10	55	EA_positive	20	47.0	16
10	55	EA_positive	1	24.0	17
10	55	EA_positive	5	36.0	17
10	55	EA_positive	10	44.0	17
10	55	EA_positive	20	47.0	17
10	55	EA_positive	1	24.0	18
10	55	EA_positive	5	36.0	18
10	55	EA_positive	10	44.0	18
10	55	EA_positive	20	47.0	18
10	55	EA_positive	1	24.0	19
10	55	EA_positive	5	36.0	19
10	55	EA_positive	10	44.0	19
10	55	EA_positive	20	47.0	19
10	55	EA_positive	1	24.0	20
10	55	EA_positive	5	36.0	20
10	55	EA_positive	10	44.0	20
10	55	EA_positive	20	47.0	20
10	55	EA_positive	1	24.0	21
10	55	EA_positive	5	36.0	21
10	55	EA_positive	10	44.0	21
10	55	EA_positive	20	47.0	21
10	55	EA_positive	1	24.0	22
10	55	EA_positive	5	36.0	22
10	55	EA_positive	10	44.0	22
10	55	EA_positive	20	47.0	22
10	55	EA_positive	1	24.0	23
10	55	EA_positive	5	36.0	23
10	55	EA_positive	10	44.0	23
10	55	EA_positive	20	47.0	23
10	55	EA_positive	1	24.0	24
10	55	EA_positive	5	36.0	24
10	55	EA_positive	10	44.0	24
10	55	EA_positive	20	47.0	24
10	55	EA_positive	1	24.0	25
10	55	EA_positive	5	36.0	25
10	55	EA_positive	10	44.0	25
10	55	EA_positive	20	47.0	25
10	55	EA_positive	1	24.0	26
10	55	EA_positive	5	36.0	26
10	55	EA_positive	10	44.0	26
10	55	EA_positive	20	47.0	26
10	55	EA_positive	1	24.0	27
10	55	EA_positive	5	36.0	27
10	55	EA_positive	10	44.0	27
10	55	EA_positive	20	47.0	27
10	55	EA_positive	1	24.0	28
10	55	EA_positive	5	36.0	28
10	55	EA_positive	10	43.0	28
10	55	EA_positive	20	47.0	28
10	55	EA_positive	1	24.0	29
10	55	EA_positive	5	36.0	29
10	55	EA_positive	10	44.0	29
10	55	EA_positive	20	47.0	29
10	55	EA_positive	1	24.0	30
10	55	EA_positive	5	36.0	30
10	55	EA_positive	10	44.0	30
10	55	EA_positive	20	47.0	30
10	55	EA_positive	1	24.0	31
10	55	EA_positive	5	36.0	31
10	55	EA_positive	10	44.0	31
10	55	EA_positive	20	47.0	31
10	55	EA_positive	1	24.0	32
10	55	EA_positive	5	36.0	32
10	55	EA_positive	10	44.0	32
10	55	EA_positive	20	47.0	32
11	51	EA_positive	1	26.0	1
11	51	EA_positive	5	38.0	1
11	51	EA_positive	10	42.0	1
11	51	EA_positive	20	44.0	1
11	51	EA_positive	1	26.0	2
11	51	EA_positive	5	38.0	2
11	51	EA_positive	10	42.0	2
11	51	EA_positive	20	44.0	2
11	51	EA_positive	1	26.0	3
11	51	EA_positive	5	37.0	3
11	51	EA_positive	10	42.0	3
11	51	EA_positive	20	44.0	3
11	51	EA_positive	1	26.0	4
11	51	EA_positive	5	37.0	4
11	51	EA_positive	10	42.0	4
11	51	EA_positive	20	44.0	4
11	51	EA_positive	1	26.0	5
11	51	EA_positive	5	37.0	5
11	51	EA_positive	10	42.0	5
11	51	EA_positive	20	44.0	5
11	51	EA_positive	1	26.0	6
11	51	EA_positive	5	37.0	6
11	51	EA_positive	10	42.0	6
11	51	EA_positive	20	44.0	6
11	51	EA_positive	1	26.0	7
11	51	EA_positive	5	37.0	7
11	51	EA_positive	10	42.0	7
11	51	EA_positive	20	44.0	7
11	51	EA_positive	1	26.0	8
11	51	EA_positive	5	37.0	8
11	51	EA_positive	10	42.0	8
11	51	EA_positive	20	44.0	8
11	51	EA_positive	1	26.0	9
11	51	EA_positive	5	37.0	9
11	51	EA_positive	10	41.0	9
11	51	EA_positive	20	44.0	9
11	51	EA_positive	1	26.0	10
11	51	EA_positive	5	37.0	10
11	51	EA_positive	10	41.0	10
11	51	EA_positive	20	44.0	10
11	51	EA_positive	1	26.0	11
11	51	EA_positive	5	37.0	11
11	51	EA_positive	10	41.0	11
11	51	EA_positive	20	44.0	11
11	51	EA_positive	1	26.0	12
11	51	EA_positive	5	37.0	12
11	51	EA_positive	10	41.0	12
11	51	EA_positive	20	44.0	12
11	51	EA_positive	1	26.0	13
11	51	EA_positive	5	37.0	13
11	51	EA_positive	10	41.0	13
11	51	EA_positive	20	44.0	13
11	51	EA_positive	1	26.0	14
11	51	EA_positive	5	37.0	14
11	51	EA_positive	10	41.0	14
11	51	EA_positive	20	44.0	14
11	51	EA_positive	1	26.0	15
11	51	EA_positive	5	37.0	15
11	51	EA_positive	10	41.0	15
11	51	EA_positive	20	44.0	15
11	51	EA_positive	1	26.0	16
11	51	EA_positive	5	37.0	16
11	51	EA_positive	10	41.0	16
11	51	EA_positive	20	44.0	16
11	51	EA_positive	1	26.0	17
11	51	EA_positive	5	37.0	17
11	51	EA_positive	10	41.0	17
11	51	EA_positive	20	44.0	17
11	51	EA_positive	1	26.0	18
11	51	EA_positive	5	37.0	18
11	51	EA_positive	10	41.0	18
11	51	EA_positive	20	44.0	18
11	51	EA_positive	1	26.0	19
11	51	EA_positive	5	37.0	19
11	51	EA_positive	10	41.0	19
11	51	EA_positive	20	44.0	19
11	51	EA_positive	1	26.0	20
11	51	EA_positive	5	37.0	20
11	51	EA_positive	10	41.0	20
11	51	EA_positive	20	44.0	20
11	51	EA_positive	1	26.0	21
11	51	EA_positive	5	37.0	21
11	51	EA_positive	10	41.0	21
11	51	EA_positive	20	44.0	21
11	51	EA_positive	1	26.0	22
11	51	EA_positive	5	37.0	22
11	51	EA_positive	10	41.0	22
11	51	EA_positive	20	44.0	22
11	51	EA_positive	1	26.0	23
11	51	EA_positive	5	37.0	23
11	51	EA_positive	10	41.0	23
11	51	EA_positive	20	44.0	23
11	51	EA_positive	1	26.0	24
11	51	EA_positive	5	37.0	24
11	51	EA_positive	10	41.0	24
11	51	EA_positive	20	44.0	24
11	51	EA_positive	1	26.0	25
11	51	EA_positive	5	37.0	25
11	51	EA_positive	10	41.0	25
11	51	EA_positive	20	44.0	25
11	51	EA_positive	1	26.0	26
11	51	EA_positive	5	37.0	26
11	51	EA_positive	10	41.0	26
11	51	EA_positive	20	44.0	26
11	51	EA_positive	1	26.0	27
11	51	EA_positive	5	37.0	27
11	51	EA_positive	10	41.0	27
11	51	EA_positive	20	44.0	27
11	51	EA_positive	1	26.0	28
11	51	EA_positive	5	37.0	28
11	51	EA_positive	10	41.0	28
11	51	EA_positive	20	44.0	28
11	51	EA_positive	1	26.0	29
11	51	EA_positive	5	37.0	29
11	51	EA_positive	10	41.0	29
11	51	EA_positive	20	44.0	29
11	51	EA_positive	1	26.0	30
11	51	EA_positive	5	37.0	30
11	51	EA_positive	10	41.0	30
11	51	EA_positive	20	44.0	30
11	51	EA_positive	1	26.0	31
11	51	EA_positive	5	37.0	31
11	51	EA_positive	10	41.0	31
11	51	EA_positive	20	44.0	31
11	51	EA_positive	1	26.0	32
11	51	EA_positive	5	37.0	32
11	51	EA_positive	10	41.0	32
11	51	EA_positive	20	44.0	32
12	47	EA_negative	1	20.0	1
12	47	EA_negative	5	30.0	1
12	47	EA_negative	10	35.0	1
12	47	EA_negative	20	39.0	1
12	47	EA_negative	1	20.0	2
12	47	EA_negative	5	30.0	2
12	47	EA_negative	10	35.0	2
12	47	EA_negative	20	39.0	2
12	47	EA_negative	1	19.0	3
12	47	EA_negative	5	30.0	3
12	47	EA_negative	10	35.0	3
12	47	EA_negative	20	39.0	3
12	47	EA_negative	1	19.0	4
12	47	EA_negative	5	30.0	4
12	47	EA_negative	10	35.0	4
12	47	EA_negative	20	39.0	4
12	47	EA_negative	1	19.0	5
12	47	EA_negative	5	30.0	5
12	47	EA_negative	10	34.0	5
12	47	EA_negative	20	39.0	5
12	47	EA_negative	1	19.0	6
12	47	EA_negative	5	30.0	6
12	47	EA_negative	10	34.0	6
12	47	EA_negative	20	39.0	6
12	47	EA_negative	1	19.0	7
12	47	EA_negative	5	30.0	7
12	47	EA_negative	10	34.0	7
12	47	EA_negative	20	39.0	7
12	47	EA_negative	1	19.0	8
12	47	EA_negative	5	30.0	8
12	47	EA_negative	10	35.0	8
12	47	EA_negative	20	39.0	8
12	47	EA_negative	1	19.0	9
12	47	EA_negative	5	30.0	9
12	47	EA_negative	10	35.0	9
12	47	EA_negative	20	39.0	9
12	47	EA_negative	1	19.0	10
12	47	EA_negative	5	30.0	10
12	47	EA_negative	10	35.0	10
12	47	EA_negative	20	39.0	10
12	47	EA_negative	1	19.0	11
12	47	EA_negative	5	30.0	11
12	47	EA_negative	10	35.0	11
12	47	EA_negative	20	39.0	11
12	47	EA_negative	1	19.0	12
12	47	EA_negative	5	30.0	12
12	47	EA_negative	10	35.0	12
12	47	EA_negative	20	39.0	12
12	47	EA_negative	1	19.0	13
12	47	EA_negative	5	30.0	13
12	47	EA_negative	10	34.0	13
12	47	EA_negative	20	39.0	13
12	47	EA_negative	1	19.0	14
12	47	EA_negative	5	30.0	14
12	47	EA_negative	10	34.0	14
12	47	EA_negative	20	39.0	14
12	47	EA_negative	1	19.0	15
