sample_id	sequence_length	dataset	k	n_top_k	n_trees
12	47	EA_negative	5	30.0	15
12	47	EA_negative	10	34.0	15
12	47	EA_negative	20	39.0	15
12	47	EA_negative	1	19.0	16
12	47	EA_negative	5	30.0	16
12	47	EA_negative	10	34.0	16
12	47	EA_negative	20	39.0	16
12	47	EA_negative	1	19.0	17
12	47	EA_negative	5	30.0	17
12	47	EA_negative	10	35.0	17
12	47	EA_negative	20	39.0	17
12	47	EA_negative	1	19.0	18
12	47	EA_negative	5	30.0	18
12	47	EA_negative	10	35.0	18
12	47	EA_negative	20	39.0	18
12	47	EA_negative	1	19.0	19
12	47	EA_negative	5	30.0	19
12	47	EA_negative	10	35.0	19
12	47	EA_negative	20	39.0	19
12	47	EA_negative	1	19.0	20
12	47	EA_negative	5	30.0	20
12	47	EA_negative	10	34.0	20
12	47	EA_negative	20	39.0	20
12	47	EA_negative	1	19.0	21
12	47	EA_negative	5	30.0	21
12	47	EA_negative	10	34.0	21
12	47	EA_negative	20	39.0	21
12	47	EA_negative	1	19.0	22
12	47	EA_negative	5	30.0	22
12	47	EA_negative	10	34.0	22
12	47	EA_negative	20	39.0	22
12	47	EA_negative	1	19.0	23
12	47	EA_negative	5	30.0	23
12	47	EA_negative	10	34.0	23
12	47	EA_negative	20	39.0	23
12	47	EA_negative	1	19.0	24
12	47	EA_negative	5	30.0	24
12	47	EA_negative	10	34.0	24
12	47	EA_negative	20	39.0	24
12	47	EA_negative	1	19.0	25
12	47	EA_negative	5	30.0	25
12	47	EA_negative	10	34.0	25
12	47	EA_negative	20	39.0	25
12	47	EA_negative	1	19.0	26
12	47	EA_negative	5	30.0	26
12	47	EA_negative	10	35.0	26
12	47	EA_negative	20	39.0	26
12	47	EA_negative	1	19.0	27
12	47	EA_negative	5	30.0	27
12	47	EA_negative	10	35.0	27
12	47	EA_negative	20	39.0	27
12	47	EA_negative	1	19.0	28
12	47	EA_negative	5	30.0	28
12	47	EA_negative	10	35.0	28
12	47	EA_negative	20	39.0	28
12	47	EA_negative	1	19.0	29
12	47	EA_negative	5	30.0	29
12	47	EA_negative	10	35.0	29
12	47	EA_negative	20	39.0	29
12	47	EA_negative	1	19.0	30
12	47	EA_negative	5	30.0	30
12	47	EA_negative	10	35.0	30
12	47	EA_negative	20	39.0	30
12	47	EA_negative	1	19.0	31
12	47	EA_negative	5	30.0	31
12	47	EA_negative	10	34.0	31
12	47	EA_negative	20	39.0	31
12	47	EA_negative	1	19.0	32
12	47	EA_negative	5	30.0	32
12	47	EA_negative	10	34.0	32
12	47	EA_negative	20	39.0	32
13	53	EA_positive	1	27.0	1
13	53	EA_positive	5	35.0	1
13	53	EA_positive	10	43.0	1
13	53	EA_positive	20	45.0	1
13	53	EA_positive	1	28.0	2
13	53	EA_positive	5	36.0	2
13	53	EA_positive	10	42.0	2
13	53	EA_positive	20	45.0	2
13	53	EA_positive	1	28.0	3
13	53	EA_positive	5	36.0	3
13	53	EA_positive	10	42.0	3
13	53	EA_positive	20	45.0	3
13	53	EA_positive	1	28.0	4
13	53	EA_positive	5	36.0	4
13	53	EA_positive	10	42.0	4
13	53	EA_positive	20	46.0	4
13	53	EA_positive	1	28.0	5
13	53	EA_positive	5	36.0	5
13	53	EA_positive	10	42.0	5
13	53	EA_positive	20	45.0	5
13	53	EA_positive	1	28.0	6
13	53	EA_positive	5	36.0	6
13	53	EA_positive	10	42.0	6
13	53	EA_positive	20	45.0	6
13	53	EA_positive	1	28.0	7
13	53	EA_positive	5	36.0	7
13	53	EA_positive	10	42.0	7
13	53	EA_positive	20	45.0	7
13	53	EA_positive	1	28.0	8
13	53	EA_positive	5	36.0	8
13	53	EA_positive	10	42.0	8
13	53	EA_positive	20	45.0	8
13	53	EA_positive	1	28.0	9
13	53	EA_positive	5	36.0	9
13	53	EA_positive	10	42.0	9
13	53	EA_positive	20	45.0	9
13	53	EA_positive	1	28.0	10
13	53	EA_positive	5	36.0	10
13	53	EA_positive	10	42.0	10
13	53	EA_positive	20	45.0	10
13	53	EA_positive	1	28.0	11
13	53	EA_positive	5	36.0	11
13	53	EA_positive	10	42.0	11
13	53	EA_positive	20	45.0	11
13	53	EA_positive	1	28.0	12
13	53	EA_positive	5	36.0	12
13	53	EA_positive	10	42.0	12
13	53	EA_positive	20	45.0	12
13	53	EA_positive	1	28.0	13
13	53	EA_positive	5	36.0	13
13	53	EA_positive	10	42.0	13
13	53	EA_positive	20	45.0	13
13	53	EA_positive	1	28.0	14
13	53	EA_positive	5	36.0	14
13	53	EA_positive	10	42.0	14
13	53	EA_positive	20	45.0	14
13	53	EA_positive	1	28.0	15
13	53	EA_positive	5	36.0	15
13	53	EA_positive	10	42.0	15
13	53	EA_positive	20	45.0	15
13	53	EA_positive	1	28.0	16
13	53	EA_positive	5	36.0	16
13	53	EA_positive	10	42.0	16
13	53	EA_positive	20	45.0	16
13	53	EA_positive	1	28.0	17
13	53	EA_positive	5	36.0	17
13	53	EA_positive	10	42.0	17
13	53	EA_positive	20	45.0	17
13	53	EA_positive	1	28.0	18
13	53	EA_positive	5	36.0	18
13	53	EA_positive	10	42.0	18
13	53	EA_positive	20	45.0	18
13	53	EA_positive	1	28.0	19
13	53	EA_positive	5	36.0	19
13	53	EA_positive	10	42.0	19
13	53	EA_positive	20	45.0	19
13	53	EA_positive	1	28.0	20
13	53	EA_positive	5	36.0	20
13	53	EA_positive	10	42.0	20
13	53	EA_positive	20	45.0	20
13	53	EA_positive	1	28.0	21
13	53	EA_positive	5	36.0	21
13	53	EA_positive	10	42.0	21
13	53	EA_positive	20	45.0	21
13	53	EA_positive	1	28.0	22
13	53	EA_positive	5	36.0	22
13	53	EA_positive	10	42.0	22
13	53	EA_positive	20	45.0	22
13	53	EA_positive	1	28.0	23
13	53	EA_positive	5	36.0	23
13	53	EA_positive	10	42.0	23
13	53	EA_positive	20	45.0	23
13	53	EA_positive	1	28.0	24
13	53	EA_positive	5	36.0	24
13	53	EA_positive	10	42.0	24
13	53	EA_positive	20	45.0	24
13	53	EA_positive	1	28.0	25
13	53	EA_positive	5	36.0	25
13	53	EA_positive	10	42.0	25
13	53	EA_positive	20	45.0	25
13	53	EA_positive	1	28.0	26
13	53	EA_positive	5	36.0	26
13	53	EA_positive	10	42.0	26
13	53	EA_positive	20	45.0	26
13	53	EA_positive	1	28.0	27
13	53	EA_positive	5	36.0	27
13	53	EA_positive	10	42.0	27
13	53	EA_positive	20	45.0	27
13	53	EA_positive	1	28.0	28
13	53	EA_positive	5	36.0	28
13	53	EA_positive	10	42.0	28
13	53	EA_positive	20	45.0	28
13	53	EA_positive	1	28.0	29
13	53	EA_positive	5	36.0	29
13	53	EA_positive	10	42.0	29
13	53	EA_positive	20	45.0	29
13	53	EA_positive	1	28.0	30
13	53	EA_positive	5	36.0	30
13	53	EA_positive	10	42.0	30
13	53	EA_positive	20	45.0	30
13	53	EA_positive	1	28.0	31
13	53	EA_positive	5	36.0	31
13	53	EA_positive	10	42.0	31
13	53	EA_positive	20	45.0	31
13	53	EA_positive	1	28.0	32
13	53	EA_positive	5	36.0	32
13	53	EA_positive	10	42.0	32
13	53	EA_positive	20	45.0	32
14	74	EA_positive	1	31.0	1
14	74	EA_positive	5	49.0	1
14	74	EA_positive	10	60.0	1
14	74	EA_positive	20	65.0	1
14	74	EA_positive	1	31.0	2
14	74	EA_positive	5	49.0	2
14	74	EA_positive	10	60.0	2
14	74	EA_positive	20	65.0	2
14	74	EA_positive	1	31.0	3
14	74	EA_positive	5	49.0	3
14	74	EA_positive	10	61.0	3
14	74	EA_positive	20	65.0	3
14	74	EA_positive	1	32.0	4
14	74	EA_positive	5	49.0	4
14	74	EA_positive	10	61.0	4
14	74	EA_positive	20	65.0	4
14	74	EA_positive	1	31.0	5
14	74	EA_positive	5	49.0	5
14	74	EA_positive	10	60.0	5
14	74	EA_positive	20	64.0	5
14	74	EA_positive	1	32.0	6
14	74	EA_positive	5	49.0	6
14	74	EA_positive	10	62.0	6
14	74	EA_positive	20	64.0	6
14	74	EA_positive	1	32.0	7
14	74	EA_positive	5	49.0	7
14	74	EA_positive	10	62.0	7
14	74	EA_positive	20	64.0	7
14	74	EA_positive	1	32.0	8
14	74	EA_positive	5	49.0	8
14	74	EA_positive	10	62.0	8
14	74	EA_positive	20	64.0	8
14	74	EA_positive	1	32.0	9
14	74	EA_positive	5	49.0	9
14	74	EA_positive	10	62.0	9
14	74	EA_positive	20	64.0	9
14	74	EA_positive	1	32.0	10
14	74	EA_positive	5	49.0	10
14	74	EA_positive	10	62.0	10
14	74	EA_positive	20	64.0	10
14	74	EA_positive	1	32.0	11
14	74	EA_positive	5	49.0	11
14	74	EA_positive	10	62.0	11
14	74	EA_positive	20	64.0	11
14	74	EA_positive	1	32.0	12
14	74	EA_positive	5	49.0	12
14	74	EA_positive	10	61.0	12
14	74	EA_positive	20	64.0	12
14	74	EA_positive	1	32.0	13
14	74	EA_positive	5	49.0	13
14	74	EA_positive	10	61.0	13
14	74	EA_positive	20	64.0	13
14	74	EA_positive	1	32.0	14
14	74	EA_positive	5	49.0	14
14	74	EA_positive	10	61.0	14
14	74	EA_positive	20	64.0	14
14	74	EA_positive	1	32.0	15
14	74	EA_positive	5	49.0	15
14	74	EA_positive	10	61.0	15
14	74	EA_positive	20	64.0	15
14	74	EA_positive	1	32.0	16
14	74	EA_positive	5	49.0	16
14	74	EA_positive	10	61.0	16
14	74	EA_positive	20	64.0	16
14	74	EA_positive	1	32.0	17
14	74	EA_positive	5	49.0	17
14	74	EA_positive	10	62.0	17
14	74	EA_positive	20	64.0	17
14	74	EA_positive	1	32.0	18
14	74	EA_positive	5	49.0	18
14	74	EA_positive	10	62.0	18
14	74	EA_positive	20	64.0	18
14	74	EA_positive	1	32.0	19
14	74	EA_positive	5	49.0	19
14	74	EA_positive	10	62.0	19
14	74	EA_positive	20	64.0	19
14	74	EA_positive	1	32.0	20
14	74	EA_positive	5	49.0	20
14	74	EA_positive	10	61.0	20
14	74	EA_positive	20	64.0	20
14	74	EA_positive	1	32.0	21
14	74	EA_positive	5	49.0	21
14	74	EA_positive	10	61.0	21
14	74	EA_positive	20	64.0	21
14	74	EA_positive	1	32.0	22
14	74	EA_positive	5	49.0	22
14	74	EA_positive	10	61.0	22
14	74	EA_positive	20	64.0	22
14	74	EA_positive	1	32.0	23
14	74	EA_positive	5	49.0	23
14	74	EA_positive	10	61.0	23
14	74	EA_positive	20	64.0	23
14	74	EA_positive	1	32.0	24
14	74	EA_positive	5	49.0	24
14	74	EA_positive	10	61.0	24
14	74	EA_positive	20	64.0	24
14	74	EA_positive	1	32.0	25
14	74	EA_positive	5	49.0	25
14	74	EA_positive	10	61.0	25
14	74	EA_positive	20	64.0	25
14	74	EA_positive	1	32.0	26
14	74	EA_positive	5	49.0	26
14	74	EA_positive	10	61.0	26
14	74	EA_positive	20	64.0	26
14	74	EA_positive	1	32.0	27
14	74	EA_positive	5	49.0	27
14	74	EA_positive	10	61.0	27
14	74	EA_positive	20	64.0	27
14	74	EA_positive	1	32.0	28
14	74	EA_positive	5	49.0	28
14	74	EA_positive	10	61.0	28
14	74	EA_positive	20	64.0	28
14	74	EA_positive	1	32.0	29
14	74	EA_positive	5	49.0	29
14	74	EA_positive	10	61.0	29
14	74	EA_positive	20	64.0	29
14	74	EA_positive	1	32.0	30
14	74	EA_positive	5	49.0	30
14	74	EA_positive	10	61.0	30
14	74	EA_positive	20	64.0	30
14	74	EA_positive	1	32.0	31
14	74	EA_positive	5	49.0	31
14	74	EA_positive	10	61.0	31
14	74	EA_positive	20	64.0	31
14	74	EA_positive	1	32.0	32
14	74	EA_positive	5	49.0	32
14	74	EA_positive	10	61.0	32
14	74	EA_positive	20	64.0	32
15	73	EA_positive	1	35.0	1
15	73	EA_positive	5	51.0	1
15	73	EA_positive	10	59.0	1
15	73	EA_positive	20	63.0	1
15	73	EA_positive	1	35.0	2
15	73	EA_positive	5	51.0	2
15	73	EA_positive	10	60.0	2
15	73	EA_positive	20	63.0	2
15	73	EA_positive	1	35.0	3
15	73	EA_positive	5	51.0	3
15	73	EA_positive	10	61.0	3
15	73	EA_positive	20	63.0	3
15	73	EA_positive	1	35.0	4
15	73	EA_positive	5	51.0	4
15	73	EA_positive	10	62.0	4
15	73	EA_positive	20	63.0	4
15	73	EA_positive	1	35.0	5
15	73	EA_positive	5	49.0	5
15	73	EA_positive	10	62.0	5
15	73	EA_positive	20	63.0	5
15	73	EA_positive	1	35.0	6
15	73	EA_positive	5	50.0	6
15	73	EA_positive	10	62.0	6
15	73	EA_positive	20	63.0	6
15	73	EA_positive	1	35.0	7
15	73	EA_positive	5	49.0	7
15	73	EA_positive	10	61.0	7
15	73	EA_positive	20	63.0	7
15	73	EA_positive	1	35.0	8
15	73	EA_positive	5	49.0	8
15	73	EA_positive	10	61.0	8
15	73	EA_positive	20	63.0	8
15	73	EA_positive	1	35.0	9
15	73	EA_positive	5	50.0	9
15	73	EA_positive	10	61.0	9
15	73	EA_positive	20	63.0	9
15	73	EA_positive	1	35.0	10
15	73	EA_positive	5	50.0	10
15	73	EA_positive	10	61.0	10
15	73	EA_positive	20	63.0	10
15	73	EA_positive	1	35.0	11
15	73	EA_positive	5	50.0	11
15	73	EA_positive	10	61.0	11
15	73	EA_positive	20	63.0	11
15	73	EA_positive	1	35.0	12
15	73	EA_positive	5	50.0	12
15	73	EA_positive	10	61.0	12
15	73	EA_positive	20	63.0	12
15	73	EA_positive	1	35.0	13
15	73	EA_positive	5	50.0	13
15	73	EA_positive	10	61.0	13
15	73	EA_positive	20	63.0	13
15	73	EA_positive	1	35.0	14
15	73	EA_positive	5	50.0	14
15	73	EA_positive	10	61.0	14
15	73	EA_positive	20	63.0	14
15	73	EA_positive	1	35.0	15
15	73	EA_positive	5	50.0	15
15	73	EA_positive	10	61.0	15
15	73	EA_positive	20	63.0	15
15	73	EA_positive	1	35.0	16
15	73	EA_positive	5	50.0	16
15	73	EA_positive	10	61.0	16
15	73	EA_positive	20	63.0	16
15	73	EA_positive	1	35.0	17
15	73	EA_positive	5	50.0	17
15	73	EA_positive	10	61.0	17
15	73	EA_positive	20	63.0	17
15	73	EA_positive	1	35.0	18
15	73	EA_positive	5	50.0	18
15	73	EA_positive	10	61.0	18
15	73	EA_positive	20	63.0	18
15	73	EA_positive	1	35.0	19
15	73	EA_positive	5	50.0	19
15	73	EA_positive	10	61.0	19
15	73	EA_positive	20	63.0	19
15	73	EA_positive	1	35.0	20
15	73	EA_positive	5	50.0	20
15	73	EA_positive	10	61.0	20
15	73	EA_positive	20	63.0	20
15	73	EA_positive	1	35.0	21
15	73	EA_positive	5	50.0	21
15	73	EA_positive	10	61.0	21
15	73	EA_positive	20	63.0	21
15	73	EA_positive	1	35.0	22
15	73	EA_positive	5	50.0	22
15	73	EA_positive	10	61.0	22
15	73	EA_positive	20	63.0	22
15	73	EA_positive	1	35.0	23
15	73	EA_positive	5	50.0	23
15	73	EA_positive	10	61.0	23
15	73	EA_positive	20	63.0	23
15	73	EA_positive	1	35.0	24
15	73	EA_positive	5	50.0	24
15	73	EA_positive	10	61.0	24
15	73	EA_positive	20	63.0	24
15	73	EA_positive	1	35.0	25
15	73	EA_positive	5	50.0	25
15	73	EA_positive	10	60.0	25
15	73	EA_positive	20	63.0	25
15	73	EA_positive	1	35.0	26
15	73	EA_positive	5	50.0	26
15	73	EA_positive	10	60.0	26
15	73	EA_positive	20	63.0	26
15	73	EA_positive	1	35.0	27
15	73	EA_positive	5	50.0	27
15	73	EA_positive	10	60.0	27
15	73	EA_positive	20	63.0	27
15	73	EA_positive	1	35.0	28
15	73	EA_positive	5	50.0	28
15	73	EA_positive	10	61.0	28
15	73	EA_positive	20	63.0	28
15	73	EA_positive	1	35.0	29
15	73	EA_positive	5	50.0	29
15	73	EA_positive	10	61.0	29
15	73	EA_positive	20	63.0	29
15	73	EA_positive	1	35.0	30
15	73	EA_positive	5	50.0	30
15	73	EA_positive	10	61.0	30
15	73	EA_positive	20	63.0	30
15	73	EA_positive	1	35.0	31
15	73	EA_positive	5	50.0	31
15	73	EA_positive	10	61.0	31
15	73	EA_positive	20	63.0	31
15	73	EA_positive	1	35.0	32
15	73	EA_positive	5	50.0	32
15	73	EA_positive	10	61.0	32
15	73	EA_positive	20	63.0	32
16	53	EA_positive	1	22.0	1
16	53	EA_positive	5	38.0	1
16	53	EA_positive	10	45.0	1
16	53	EA_positive	20	48.0	1
16	53	EA_positive	1	23.0	2
16	53	EA_positive	5	38.0	2
16	53	EA_positive	10	45.0	2
16	53	EA_positive	20	48.0	2
16	53	EA_positive	1	23.0	3
16	53	EA_positive	5	37.0	3
16	53	EA_positive	10	47.0	3
16	53	EA_positive	20	48.0	3
16	53	EA_positive	1	23.0	4
16	53	EA_positive	5	37.0	4
16	53	EA_positive	10	47.0	4
16	53	EA_positive	20	48.0	4
16	53	EA_positive	1	23.0	5
16	53	EA_positive	5	37.0	5
16	53	EA_positive	10	47.0	5
16	53	EA_positive	20	48.0	5
16	53	EA_positive	1	23.0	6
16	53	EA_positive	5	37.0	6
16	53	EA_positive	10	47.0	6
16	53	EA_positive	20	48.0	6
16	53	EA_positive	1	23.0	7
16	53	EA_positive	5	37.0	7
16	53	EA_positive	10	47.0	7
16	53	EA_positive	20	48.0	7
16	53	EA_positive	1	23.0	8
16	53	EA_positive	5	38.0	8
16	53	EA_positive	10	47.0	8
16	53	EA_positive	20	48.0	8
16	53	EA_positive	1	23.0	9
16	53	EA_positive	5	38.0	9
16	53	EA_positive	10	47.0	9
16	53	EA_positive	20	48.0	9
16	53	EA_positive	1	23.0	10
16	53	EA_positive	5	38.0	10
16	53	EA_positive	10	47.0	10
16	53	EA_positive	20	48.0	10
16	53	EA_positive	1	23.0	11
16	53	EA_positive	5	36.0	11
16	53	EA_positive	10	47.0	11
16	53	EA_positive	20	48.0	11
16	53	EA_positive	1	23.0	12
16	53	EA_positive	5	36.0	12
16	53	EA_positive	10	46.0	12
16	53	EA_positive	20	48.0	12
16	53	EA_positive	1	23.0	13
16	53	EA_positive	5	36.0	13
16	53	EA_positive	10	46.0	13
16	53	EA_positive	20	48.0	13
16	53	EA_positive	1	23.0	14
16	53	EA_positive	5	36.0	14
16	53	EA_positive	10	46.0	14
16	53	EA_positive	20	48.0	14
16	53	EA_positive	1	23.0	15
16	53	EA_positive	5	36.0	15
16	53	EA_positive	10	46.0	15
16	53	EA_positive	20	48.0	15
16	53	EA_positive	1	23.0	16
16	53	EA_positive	5	37.0	16
16	53	EA_positive	10	46.0	16
16	53	EA_positive	20	48.0	16
16	53	EA_positive	1	23.0	17
16	53	EA_positive	5	37.0	17
16	53	EA_positive	10	46.0	17
16	53	EA_positive	20	48.0	17
16	53	EA_positive	1	23.0	18
16	53	EA_positive	5	37.0	18
16	53	EA_positive	10	46.0	18
16	53	EA_positive	20	48.0	18
16	53	EA_positive	1	23.0	19
16	53	EA_positive	5	37.0	19
16	53	EA_positive	10	46.0	19
16	53	EA_positive	20	48.0	19
16	53	EA_positive	1	23.0	20
16	53	EA_positive	5	37.0	20
16	53	EA_positive	10	46.0	20
16	53	EA_positive	20	48.0	20
16	53	EA_positive	1	23.0	21
16	53	EA_positive	5	37.0	21
16	53	EA_positive	10	46.0	21
16	53	EA_positive	20	48.0	21
16	53	EA_positive	1	23.0	22
16	53	EA_positive	5	37.0	22
16	53	EA_positive	10	46.0	22
16	53	EA_positive	20	48.0	22
16	53	EA_positive	1	23.0	23
16	53	EA_positive	5	37.0	23
16	53	EA_positive	10	46.0	23
16	53	EA_positive	20	48.0	23
16	53	EA_positive	1	23.0	24
16	53	EA_positive	5	37.0	24
16	53	EA_positive	10	46.0	24
16	53	EA_positive	20	48.0	24
16	53	EA_positive	1	23.0	25
16	53	EA_positive	5	37.0	25
16	53	EA_positive	10	46.0	25
16	53	EA_positive	20	48.0	25
16	53	EA_positive	1	23.0	26
16	53	EA_positive	5	37.0	26
16	53	EA_positive	10	46.0	26
16	53	EA_positive	20	48.0	26
16	53	EA_positive	1	23.0	27
16	53	EA_positive	5	37.0	27
16	53	EA_positive	10	46.0	27
16	53	EA_positive	20	48.0	27
16	53	EA_positive	1	23.0	28
16	53	EA_positive	5	37.0	28
16	53	EA_positive	10	46.0	28
16	53	EA_positive	20	48.0	28
16	53	EA_positive	1	23.0	29
16	53	EA_positive	5	37.0	29
16	53	EA_positive	10	46.0	29
16	53	EA_positive	20	48.0	29
16	53	EA_positive	1	23.0	30
16	53	EA_positive	5	37.0	30
16	53	EA_positive	10	46.0	30
16	53	EA_positive	20	48.0	30
16	53	EA_positive	1	23.0	31
16	53	EA_positive	5	37.0	31
16	53	EA_positive	10	46.0	31
16	53	EA_positive	20	48.0	31
16	53	EA_positive	1	23.0	32
16	53	EA_positive	5	37.0	32
16	53	EA_positive	10	46.0	32
16	53	EA_positive	20	48.0	32
17	25	negative	1	6.0	1
17	25	negative	5	12.0	1
17	25	negative	10	13.0	1
17	25	negative	20	21.0	1
17	25	negative	1	6.0	2
17	25	negative	5	12.0	2
17	25	negative	10	14.0	2
17	25	negative	20	21.0	2
17	25	negative	1	6.0	3
17	25	negative	5	13.0	3
17	25	negative	10	13.0	3
17	25	negative	20	21.0	3
17	25	negative	1	6.0	4
17	25	negative	5	13.0	4
17	25	negative	10	14.0	4
17	25	negative	20	21.0	4
17	25	negative	1	6.0	5
17	25	negative	5	13.0	5
17	25	negative	10	14.0	5
17	25	negative	20	21.0	5
17	25	negative	1	6.0	6
17	25	negative	5	13.0	6
17	25	negative	10	14.0	6
17	25	negative	20	21.0	6
17	25	negative	1	6.0	7
17	25	negative	5	13.0	7
17	25	negative	10	14.0	7
17	25	negative	20	21.0	7
17	25	negative	1	6.0	8
17	25	negative	5	13.0	8
17	25	negative	10	14.0	8
17	25	negative	20	21.0	8
17	25	negative	1	6.0	9
17	25	negative	5	13.0	9
17	25	negative	10	13.0	9
17	25	negative	20	21.0	9
17	25	negative	1	6.0	10
17	25	negative	5	13.0	10
17	25	negative	10	13.0	10
17	25	negative	20	22.0	10
17	25	negative	1	6.0	11
17	25	negative	5	13.0	11
17	25	negative	10	13.0	11
17	25	negative	20	22.0	11
17	25	negative	1	6.0	12
17	25	negative	5	13.0	12
17	25	negative	10	13.0	12
17	25	negative	20	22.0	12
17	25	negative	1	6.0	13
17	25	negative	5	13.0	13
17	25	negative	10	13.0	13
17	25	negative	20	22.0	13
17	25	negative	1	6.0	14
17	25	negative	5	13.0	14
17	25	negative	10	13.0	14
17	25	negative	20	22.0	14
17	25	negative	1	6.0	15
17	25	negative	5	12.0	15
17	25	negative	10	13.0	15
17	25	negative	20	22.0	15
17	25	negative	1	6.0	16
17	25	negative	5	12.0	16
17	25	negative	10	13.0	16
17	25	negative	20	22.0	16
17	25	negative	1	6.0	17
17	25	negative	5	12.0	17
17	25	negative	10	13.0	17
17	25	negative	20	22.0	17
17	25	negative	1	6.0	18
17	25	negative	5	12.0	18
17	25	negative	10	13.0	18
17	25	negative	20	22.0	18
17	25	negative	1	6.0	19
17	25	negative	5	12.0	19
17	25	negative	10	13.0	19
17	25	negative	20	22.0	19
17	25	negative	1	6.0	20
17	25	negative	5	12.0	20
17	25	negative	10	13.0	20
17	25	negative	20	22.0	20
17	25	negative	1	6.0	21
17	25	negative	5	12.0	21
17	25	negative	10	13.0	21
17	25	negative	20	22.0	21
17	25	negative	1	6.0	22
17	25	negative	5	12.0	22
17	25	negative	10	13.0	22
17	25	negative	20	22.0	22
17	25	negative	1	6.0	23
17	25	negative	5	12.0	23
17	25	negative	10	13.0	23
17	25	negative	20	22.0	23
17	25	negative	1	6.0	24
17	25	negative	5	12.0	24
17	25	negative	10	13.0	24
17	25	negative	20	22.0	24
17	25	negative	1	6.0	25
17	25	negative	5	12.0	25
17	25	negative	10	13.0	25
17	25	negative	20	22.0	25
17	25	negative	1	6.0	26
17	25	negative	5	12.0	26
17	25	negative	10	13.0	26
17	25	negative	20	22.0	26
17	25	negative	1	6.0	27
17	25	negative	5	12.0	27
17	25	negative	10	13.0	27
17	25	negative	20	22.0	27
17	25	negative	1	6.0	28
17	25	negative	5	12.0	28
17	25	negative	10	13.0	28
17	25	negative	20	22.0	28
17	25	negative	1	6.0	29
17	25	negative	5	12.0	29
17	25	negative	10	13.0	29
17	25	negative	20	22.0	29
17	25	negative	1	6.0	30
17	25	negative	5	12.0	30
17	25	negative	10	13.0	30
17	25	negative	20	22.0	30
17	25	negative	1	6.0	31
17	25	negative	5	12.0	31
17	25	negative	10	13.0	31
17	25	negative	20	22.0	31
17	25	negative	1	6.0	32
17	25	negative	5	12.0	32
17	25	negative	10	13.0	32
17	25	negative	20	22.0	32
18	63	EA_positive	1	29.0	1
18	63	EA_positive	5	44.0	1
18	63	EA_positive	10	50.0	1
18	63	EA_positive	20	53.0	1
18	63	EA_positive	1	30.0	2
18	63	EA_positive	5	44.0	2
18	63	EA_positive	10	51.0	2
18	63	EA_positive	20	54.0	2
18	63	EA_positive	1	30.0	3
18	63	EA_positive	5	44.0	3
18	63	EA_positive	10	51.0	3
18	63	EA_positive	20	54.0	3
18	63	EA_positive	1	29.0	4
18	63	EA_positive	5	44.0	4
18	63	EA_positive	10	51.0	4
18	63	EA_positive	20	55.0	4
18	63	EA_positive	1	28.0	5
18	63	EA_positive	5	44.0	5
18	63	EA_positive	10	51.0	5
18	63	EA_positive	20	55.0	5
18	63	EA_positive	1	30.0	6
18	63	EA_positive	5	44.0	6
18	63	EA_positive	10	51.0	6
18	63	EA_positive	20	55.0	6
18	63	EA_positive	1	30.0	7
18	63	EA_positive	5	44.0	7
18	63	EA_positive	10	51.0	7
18	63	EA_positive	20	55.0	7
18	63	EA_positive	1	30.0	8
18	63	EA_positive	5	44.0	8
18	63	EA_positive	10	51.0	8
18	63	EA_positive	20	55.0	8
18	63	EA_positive	1	30.0	9
18	63	EA_positive	5	44.0	9
18	63	EA_positive	10	51.0	9
18	63	EA_positive	20	55.0	9
18	63	EA_positive	1	30.0	10
18	63	EA_positive	5	44.0	10
18	63	EA_positive	10	51.0	10
18	63	EA_positive	20	55.0	10
18	63	EA_positive	1	30.0	11
18	63	EA_positive	5	44.0	11
18	63	EA_positive	10	51.0	11
18	63	EA_positive	20	55.0	11
18	63	EA_positive	1	30.0	12
18	63	EA_positive	5	44.0	12
18	63	EA_positive	10	51.0	12
18	63	EA_positive	20	55.0	12
18	63	EA_positive	1	31.0	13
18	63	EA_positive	5	44.0	13
18	63	EA_positive	10	51.0	13
18	63	EA_positive	20	55.0	13
18	63	EA_positive	1	30.0	14
18	63	EA_positive	5	44.0	14
18	63	EA_positive	10	51.0	14
18	63	EA_positive	20	54.0	14
18	63	EA_positive	1	30.0	15
18	63	EA_positive	5	44.0	15
18	63	EA_positive	10	51.0	15
18	63	EA_positive	20	54.0	15
18	63	EA_positive	1	31.0	16
18	63	EA_positive	5	44.0	16
18	63	EA_positive	10	51.0	16
18	63	EA_positive	20	54.0	16
18	63	EA_positive	1	30.0	17
18	63	EA_positive	5	44.0	17
18	63	EA_positive	10	51.0	17
18	63	EA_positive	20	54.0	17
18	63	EA_positive	1	31.0	18
18	63	EA_positive	5	44.0	18
18	63	EA_positive	10	50.0	18
18	63	EA_positive	20	54.0	18
18	63	EA_positive	1	30.0	19
18	63	EA_positive	5	43.0	19
18	63	EA_positive	10	50.0	19
18	63	EA_positive	20	54.0	19
18	63	EA_positive	1	31.0	20
18	63	EA_positive	5	43.0	20
18	63	EA_positive	10	51.0	20
18	63	EA_positive	20	54.0	20
18	63	EA_positive	1	31.0	21
18	63	EA_positive	5	43.0	21
18	63	EA_positive	10	51.0	21
18	63	EA_positive	20	54.0	21
18	63	EA_positive	1	31.0	22
18	63	EA_positive	5	43.0	22
