sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	27.0
0	54	EA_positive	5	39.0
0	54	EA_positive	10	45.0
0	54	EA_positive	20	50.0
1	41	positive	1	18.0
1	41	positive	5	31.0
1	41	positive	10	36.0
1	41	positive	20	40.0
2	72	EA_positive	1	34.0
2	72	EA_positive	5	52.0
2	72	EA_positive	10	62.0
2	72	EA_positive	20	67.0
3	47	EA_negative	1	22.0
3	47	EA_negative	5	30.0
3	47	EA_negative	10	35.0
3	47	EA_negative	20	42.0
4	41	positive	1	19.0
4	41	positive	5	31.0
4	41	positive	10	34.0
4	41	positive	20	37.0
5	68	EA_positive	1	29.0
5	68	EA_positive	5	47.0
5	68	EA_positive	10	58.0
5	68	EA_positive	20	63.0
6	47	EA_negative	1	19.0
6	47	EA_negative	5	30.0
6	47	EA_negative	10	35.0
6	47	EA_negative	20	42.0
7	54	EA_positive	1	20.0
7	54	EA_positive	5	35.0
7	54	EA_positive	10	42.0
7	54	EA_positive	20	47.0
8	47	EA_negative	1	21.0
8	47	EA_negative	5	32.0
8	47	EA_negative	10	36.0
8	47	EA_negative	20	42.0
9	70	EA_positive	1	31.0
9	70	EA_positive	5	50.0
9	70	EA_positive	10	58.0
9	70	EA_positive	20	63.0
10	55	EA_positive	1	23.0
10	55	EA_positive	5	38.0
10	55	EA_positive	10	45.0
10	55	EA_positive	20	48.0
11	51	EA_positive	1	24.0
11	51	EA_positive	5	35.0
11	51	EA_positive	10	43.0
11	51	EA_positive	20	46.0
12	47	EA_negative	1	19.0
12	47	EA_negative	5	29.0
12	47	EA_negative	10	34.0
12	47	EA_negative	20	41.0
13	53	EA_positive	1	26.0
13	53	EA_positive	5	37.0
13	53	EA_positive	10	43.0
13	53	EA_positive	20	49.0
14	74	EA_positive	1	32.0
14	74	EA_positive	5	50.0
14	74	EA_positive	10	62.0
14	74	EA_positive	20	65.0
15	73	EA_positive	1	36.0
15	73	EA_positive	5	58.0
15	73	EA_positive	10	64.0
15	73	EA_positive	20	66.0
16	53	EA_positive	1	22.0
16	53	EA_positive	5	37.0
16	53	EA_positive	10	46.0
16	53	EA_positive	20	48.0
17	25	negative	1	8.0
17	25	negative	5	13.0
17	25	negative	10	15.0
17	25	negative	20	21.0
18	63	EA_positive	1	27.0
18	63	EA_positive	5	44.0
18	63	EA_positive	10	53.0
18	63	EA_positive	20	55.0
19	47	EA_negative	1	20.0
19	47	EA_negative	5	32.0
19	47	EA_negative	10	36.0
19	47	EA_negative	20	41.0
20	25	negative	1	7.0
20	25	negative	5	12.0
20	25	negative	10	13.0
20	25	negative	20	19.0
21	72	EA_positive	1	36.0
21	72	EA_positive	5	55.0
21	72	EA_positive	10	61.0
21	72	EA_positive	20	65.0
22	41	positive	1	20.0
22	41	positive	5	28.0
22	41	positive	10	32.0
22	41	positive	20	40.0
23	65	EA_positive	1	32.0
23	65	EA_positive	5	47.0
23	65	EA_positive	10	55.0
23	65	EA_positive	20	58.0
24	25	negative	1	7.0
24	25	negative	5	10.0
24	25	negative	10	13.0
24	25	negative	20	21.0
25	66	EA_positive	1	30.0
25	66	EA_positive	5	46.0
25	66	EA_positive	10	52.0
25	66	EA_positive	20	57.0
26	62	EA_positive	1	29.0
26	62	EA_positive	5	45.0
26	62	EA_positive	10	53.0
26	62	EA_positive	20	57.0
27	41	positive	1	19.0
27	41	positive	5	29.0
27	41	positive	10	33.0
27	41	positive	20	37.0
28	41	positive	1	19.0
28	41	positive	5	34.0
28	41	positive	10	36.0
28	41	positive	20	41.0
29	71	EA_positive	1	33.0
29	71	EA_positive	5	52.0
29	71	EA_positive	10	60.0
29	71	EA_positive	20	64.0
30	54	EA_positive	1	27.0
30	54	EA_positive	5	35.0
