k	top_acc_perc__casmi	top_acc_perc__csi
1	21.0	21.833333333333336
2	38.0	39.66666666666667
3	47.0	48.66666666666667
4	55.00000000000001	55.333333333333336
5	60.0	60.5
6	64.0	63.66666666666666
7	65.0	64.83333333333333
8	67.0	67.0
9	70.0	70.0
10	70.0	70.0
11	70.0	70.0
12	71.0	71.5
13	72.0	72.5
14	74.0	74.0
15	74.0	74.0
16	74.0	74.0
17	75.0	75.5
18	77.0	77.0
19	77.0	77.0
20	77.0	77.0
21	79.0	79.0
22	79.0	79.0
23	79.0	79.0
24	79.0	79.0
25	79.0	79.0
26	79.0	79.0
27	79.0	79.0
28	79.0	79.0
29	79.0	79.0
30	79.0	79.0
31	79.0	79.0
32	79.0	79.33333333333333
33	81.0	80.66666666666666
34	81.0	80.99999999999999
35	81.0	80.99999999999999
36	81.0	80.99999999999999
37	81.0	80.99999999999999
38	81.0	80.99999999999999
39	81.0	80.99999999999999
40	81.0	80.99999999999999
41	81.0	80.99999999999999
42	81.0	80.99999999999999
43	82.0	81.99999999999999
44	82.0	81.99999999999999
45	82.0	81.99999999999999
46	82.0	81.99999999999999
47	82.0	81.99999999999999
48	82.0	82.33333333333331
49	83.0	82.66666666666664
50	83.0	82.99999999999997
