sample_id	sequence_length	dataset	k	n_top_k
31	47	EA_negative	5	33.0
31	47	EA_negative	10	36.0
31	47	EA_negative	20	40.0
32	41	positive	1	19.0
32	41	positive	5	30.0
32	41	positive	10	35.0
32	41	positive	20	39.0
33	60	EA_positive	1	22.0
33	60	EA_positive	5	42.0
33	60	EA_positive	10	50.0
33	60	EA_positive	20	54.0
34	41	positive	1	19.0
34	41	positive	5	31.0
34	41	positive	10	37.0
34	41	positive	20	41.0
35	60	EA_positive	1	27.0
35	60	EA_positive	5	42.0
35	60	EA_positive	10	49.0
35	60	EA_positive	20	54.0
36	47	EA_negative	1	20.0
36	47	EA_negative	5	33.0
36	47	EA_negative	10	35.0
36	47	EA_negative	20	42.0
37	72	EA_positive	1	35.0
37	72	EA_positive	5	51.0
37	72	EA_positive	10	58.0
37	72	EA_positive	20	66.0
38	41	positive	1	17.0
38	41	positive	5	29.0
38	41	positive	10	34.0
38	41	positive	20	39.0
39	41	positive	1	18.0
39	41	positive	5	31.0
39	41	positive	10	33.0
39	41	positive	20	41.0
40	54	EA_positive	1	26.0
40	54	EA_positive	5	36.0
40	54	EA_positive	10	43.0
40	54	EA_positive	20	45.0
41	25	negative	1	8.0
41	25	negative	5	13.0
41	25	negative	10	15.0
41	25	negative	20	22.0
42	55	EA_positive	1	25.0
42	55	EA_positive	5	38.0
42	55	EA_positive	10	47.0
42	55	EA_positive	20	49.0
43	58	EA_positive	1	27.0
43	58	EA_positive	5	40.0
43	58	EA_positive	10	48.0
43	58	EA_positive	20	52.0
44	47	EA_negative	1	19.0
44	47	EA_negative	5	29.0
44	47	EA_negative	10	34.0
44	47	EA_negative	20	39.0
45	66	EA_positive	1	31.0
45	66	EA_positive	5	45.0
45	66	EA_positive	10	54.0
45	66	EA_positive	20	58.0
46	56	EA_positive	1	24.0
46	56	EA_positive	5	37.0
46	56	EA_positive	10	44.0
46	56	EA_positive	20	49.0
47	41	positive	1	17.0
47	41	positive	5	31.0
47	41	positive	10	35.0
47	41	positive	20	37.0
